section,family,plant,plant_genus,lep_common,lep_species,species_verbatim,name_inferred,grouping_note,fnct_page,source
butterflies,CUPRESSACEAE,Juniperus ashei,Juniperus,OLIVE-GREEN HAIRSTREAK,Callophrys gryneus,Callophrys gryneus,,,1394,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,CUPRESSACEAE,Juniperus ashei,Juniperus,SACHEM,Atalapodes campestris,Atalapodes campestris,,,1394,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,CUPRESSACEAE,Poa pratensis,Poa,LEAST SKIPPER,Ancyoloxphya numitor,Ancyoloxphya numitor,,,1394,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,CUPRESSACEAE,Poa pratensis,Poa,FIERY SKIPPER,Hylephila phyleus,Hylephila phyleus,,,1394,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,CUPRESSACEAE,Poa pratensis,Poa,ROADSIDE SKIPPER,Amblyscirtes vialis,Amblyscirtes vialis,,,1394,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,CUPRESSACEAE,Poa pratensis,Poa,WHIRLABOUT,Polites vibex,Polites vibex,,,1394,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,CUPRESSACEAE,Chasmanthium latifolium,Chasmanthium,BELL’S ROADSIDE SKIPPER,Amblyscirtes belli,Amblyscirtes belli,,,1394,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,CUPRESSACEAE,Phragmites australis,Phragmites,BROADWING SKIPPER,Poanes viator,Poanes viator,,,1394,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,CUPRESSACEAE,Tridens spp.,Tridens,COMMON WOOD NYMPH,Cercyonis pegala,Cercyonis pegala,,,1394,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,CUPRESSACEAE,Nassella spp.,Nassella,COMMON WOOD NYMPH,Cercyonis pegala,Cercyonis pegala,,,1394,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,CUPRESSACEAE,Eleusine spp.,Eleusine,SACHEM,Atalapodes campestris,Atalapodes campestris,,,1394,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,CUPRESSACEAE,Cynodon dactylon,Cynodon,JULIA’S SKIPPER,Nastra lherminier,Nastra lherminier,,,1394,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,CUPRESSACEAE,Cynodon dactylon,Cynodon,ORANGE SKIPPERLING,Copaeodes aurantiacus,Copaeodes aurantiacus,,,1394,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,CUPRESSACEAE,Cynodon dactylon,Cynodon,SOUTHERN SKIPPERLING,Copaeodes minimus,Copaeodes minimus,,,1394,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,CUPRESSACEAE,Cynodon dactylon,Cynodon,WHIRLABOUT,Polites vibex,Polites vibex,,,1394,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,CUPRESSACEAE,Cynodon dactylon,Cynodon,SACHEM,Atalapodes campestris,Atalapodes campestris,,,1394,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,CUPRESSACEAE,Cynodon dactylon,Cynodon,EUFALA SKIPPER,Lerodea eufala,Lerodea eufala,,,1394,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,CUPRESSACEAE,Bouteloua curtipendula,Bouteloua,ORANGE SKIPPERLING,Copaeodes aurantiacus,Copaeodes aurantiacus,,,1394,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,CUPRESSACEAE,Bouteloua gracilis,Bouteloua,GREEN SKIPPER,Hesperia viridis,Hesperia viridis,,,1394,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,CUPRESSACEAE,Bouteloua gracilis,Bouteloua,DOTTED SKIPPER,Hesperia attalus,Hesperia attalus,,,1394,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,CUPRESSACEAE,Leersia oryzoides,Leersia,LEAST SKIPPER,Ancyoloxphya numitor,Ancyoloxphya numitor,,,1394,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,CUPRESSACEAE,Zizaniopsis miliacea,Zizaniopsis,BROADWAY SKIPPER,Poanes viator,Poanes viator,,,1394,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,CUPRESSACEAE,Digitaria spp.,Digitaria,SACHEM,Atalapodes campestris,Atalapodes campestris,,,1394,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,CUPRESSACEAE,Digitaria spp.,Digitaria,NYSA ROADSIDE SKIPPER,Amblyscirtes nysa,Amblyscirtes nysa,,,1394,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,CUPRESSACEAE,Stenotaphrum secundatum,Stenotaphrum,CLOUDED SKIPPER,Lerema accius,Lerema accius,,,1395,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,CUPRESSACEAE,Stenotaphrum secundatum,Stenotaphrum,WHIRLABOUT,Polites vibex,Polites vibex,,,1395,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,CUPRESSACEAE,Stenotaphrum secundatum,Stenotaphrum,SACHEM,Atalapodes campestris,Atalapodes campestris,,,1395,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,CUPRESSACEAE,Stenotaphrum secundatum,Stenotaphrum,ROADSIDE SKIPPER,Amblyscirtes vialis,Amblyscirtes vialis,,,1395,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,CUPRESSACEAE,Paspalum setaceum,Paspalum,WHIRLABOUT,Polites vibex,Polites vibex,,,1395,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,CUPRESSACEAE,Paspalum setaceum,Paspalum,NYSA ROADSIDE SKIPPER,Amblyscirtes nysa,Amblyscirtes nysa,,,1395,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,CUPRESSACEAE,Panicum spp.,Panicum,LEAST SKIPPER,Ancyloxypha numitor,Ancyloxypha numitor,,,1395,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,CUPRESSACEAE,Panicum spp.,Panicum,DELAWARE SKIPPER,Anatrytrone logan,Anatrytrone logan,,,1395,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,CUPRESSACEAE,Panicum spp.,Panicum,BROADWING SKIPPER,Poanes viator,Poanes viator,,,1395,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,CUPRESSACEAE,Dichanthelium spp.,Dichanthelium,NORTHERN BROKEN DASH,Wallengrenia egremet,Wallengrenia egremet,,,1395,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,CUPRESSACEAE,Dichanthelium spp.,Dichanthelium,EUFALA SKIPPER,Lerodea eufala,Lerodea eufala,,,1395,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,CUPRESSACEAE,Setaria spp.,Setaria,COMMON WOOD NYMPH,Cercyonis pegala,Cercyonis pegala,,,1395,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,CUPRESSACEAE,Setaria spp.,Setaria,AROGOS SKIPPER,Atrytone aragos,Atrytone aragos,,,1395,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,CUPRESSACEAE,Setaria spp.,Setaria,DELAWARE SKIPPER,Atrytone logan,Atrytone logan,,,1395,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,CUPRESSACEAE,Setaria spp.,Setaria,DUSTED SKIPPER,Atrytonopsis hianna,Atrytonopsis hianna,,,1395,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,CUPRESSACEAE,Schizachyrium scoparium,Schizachyrium,RED SATYR,Megisto rubricata,Megisto rubricata,,,1395,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,CUPRESSACEAE,Schizachyrium scoparium,Schizachyrium,SWARTHY SKIPPER,Nastra lherminier,Nastra lherminier,,,1395,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,CUPRESSACEAE,Schizachyrium scoparium,Schizachyrium,COBWEB SKIPPER,Hesperia metea,Hesperia metea,,,1395,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,CUPRESSACEAE,Schizachyrium scoparium,Schizachyrium,MESKE’S SKIPPER,Hesperia meske,Hesperia meske,,,1395,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,CUPRESSACEAE,Schizachyrium scoparium,Schizachyrium,AROGOS SKIPPER,Atrytone arogos,Atrytone arogos,,,1395,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,CUPRESSACEAE,Schizachyrium scoparium,Schizachyrium,DUSTED SKIPPER,Atrytonopsis hianna,Atrytonopsis hianna,,,1395,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,CUPRESSACEAE,Sorghum spp.,Sorghum,EUFALA SKIPPER,Lerodea eufala,Lerodea eufala,,,1395,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,CUPRESSACEAE,Zea mays,Zea,EUFALA SKIPPER,Lerodea eufala,Lerodea eufala,,,1395,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,CYPERACEAE,Megisto,Megisto,BROADWINGED SKIPPER,Poanes viator,Poanes viator,,,1395,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,CYPERACEAE,Carex spp.,Carex,BROADWINGED SKIPPER,Poanes viator,Poanes viator,,,1395,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,CYPERACEAE,Megisto,Megisto,DUN SKIPPER,Euphyes vestris,Euphyes vestris,,,1395,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,CYPERACEAE,Carex spp.,Carex,DUN SKIPPER,Euphyes vestris,Euphyes vestris,,,1395,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,AGAVACEAE,Yucca spp.,Yucca,GIANT YUCCA SKIPPER,Megathymus yuccae,Megathymus yuccae,,,1395,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,CANNACEAE,Canna spp.,Canna,BRAZILIAN SKIPPER,Calpodes ethlius,Calpodes ethlius,,,1395,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,SALICACEAE,Populus deltoides,Populus,TIGER SWALLOWTAIL,Papilio glaucus,Papilio glaucus,,,1395,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,SALICACEAE,Salix spp.,Salix,TIGER SWALLOWTAIL,Papilio glaucus,Papilio glaucus,,,1395,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,SALICACEAE,Salix spp.,Salix,VICEROY,Liminitis archippus,Liminitis archippus,,,1395,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,SALICACEAE,Salix spp.,Salix,RED-SPOTTED PURPLE,Liminitis arthemis astyanax,Liminitis arthemis astyanax,,,1395,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,SALICACEAE,Salix spp.,Salix,MOURNING CLOAK,Nymphalis antiope,Nymphalis antiope,,,1395,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,MYRICACEAE,Myrica cerifera,Myrica,RED-BANDED HAIRSTREAK,Calycopis cecrops,Calycopis cecrops,,,1396,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,JUGLANDACEAE,Juglans spp.,Juglans,BANDED HAIRSTREAK,Satyrium calanus,Satyrium calanus,,,1396,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,JUGLANDACEAE,Carya spp.,Carya,STRIPED HAIRSTREAK,Satyrium liparops,Satyrium liparops,,,1396,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,FAGACEAE,Quercus spp.,Quercus,CALIFORNIA SISTER,Adelpha bredowi,Adelpha bredowi,,,1396,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,FAGACEAE,Quercus spp.,Quercus,BANDED HAIRSTREAK,Satyrium calanus,Satyrium calanus,,,1396,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,FAGACEAE,Quercus spp.,Quercus,NORTHERN HAIRSTREAK,Fixsenia favonius,Fixsenia favonius,,,1396,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,FAGACEAE,Quercus spp.,Quercus,JUVENAL’S DUSKYWING,Erynnis juvenalis,Erynnis juvenalis,,,1396,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,FAGACEAE,Quercus spp.,Quercus,HORACE’S DUSKYWING,Erynnis horatius,Erynnis horatius,,,1396,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,FAGACEAE,Quercus spp.,Quercus,SLEEPY DUSKYWING,Erynnis brizo,Erynnis brizo,,,1396,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,ULMACEAE,Ulmus spp.,Ulmus,TIGER SWALLOWTAIL,Papilio glaucus,Papilio glaucus,,,1396,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,ULMACEAE,Ulmus spp.,Ulmus,RED-SPOTTED PURPLE,Limenitis arthemis astyanax,Limenitis arthemis astyanax,,,1396,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,ULMACEAE,Ulmus spp.,Ulmus,MOURNING CLOAK,Nymphalis antiope,Nymphalis antiope,,,1396,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,ULMACEAE,Ulmus spp.,Ulmus,QUESTIONMARK,Polygonia interragationis,Polygonia interragationis,,,1396,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,ULMACEAE,Celtis spp.,Celtis,HACKBERRY BUTTERFLY,Asterocampa celtis,Asterocampa celtis,,,1396,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,ULMACEAE,Celtis spp.,Celtis,TAWNY EMPEROR,Asterocampa clyton,Asterocampa clyton,,,1396,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,ULMACEAE,Celtis spp.,Celtis,QUESTIONMARK,Polygonia interragationis,Polygonia interragationis,,,1396,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,ULMACEAE,Celtis spp.,Celtis,SNOUT BUTTERFLY,Libytheana carinenta,Libytheana carinenta,,,1396,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,MORACEAE,Morus spp.,Morus,MOURNING CLOAK,Nymphalis antiope,Nymphalis antiope,,,1396,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,URTICACEAE,Urtica chamaedryoides,Urtica,RED ADMIRAL,Vanessa atalanta,Vanessa atalanta,,,1396,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,VISCACEAE,Urtica chamaedryoides,Urtica,GREAT PURPLE HAIRSTREAK,Atlides halesus,Atlides halesus,,,1396,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,ARISTOLOCHIACEAE,Aristolochia tomentosa,Aristolochia,PIPEVINE SWALLOWTAIL,Battus philenor,Battus philenor,,,1396,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,CHENOPODIACEAE,Chenopodium album,Chenopodium,HAYHURST ’S SCALLOPWING,Staphylus hayhurstii,Staphylus hayhurstii,,,1396,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,CHENOPODIACEAE,Chenopodium album,Chenopodium,COMMON SOOTYWING,Pholisora catullus,Pholisora catullus,,,1396,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,AMARANTHACEAE,Amaranthus spp.,Amaranthus,COMMON SOOTYWING,Pholisora catullus,Pholisora catullus,,,1396,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,BRASSICACEAE,Draba spp.,Draba,CHECKERED WHITE,Pontia protidice,Pontia protidice,,,1396,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,BRASSICACEAE,Lesquerella spp.,Lesquerella,CHECKERED WHITE,Pontia protidice,Pontia protidice,,,1396,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,BRASSICACEAE,Sisymbrium spp.,Sisymbrium,CHECKERED WHITE,Pontia protidice,Pontia protidice,,,1396,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,BRASSICACEAE,Draba spp.,Draba,CABBAGE WHITE,Pieris rapae,Pieris rapae,,,1396,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,BRASSICACEAE,Lesquerella spp.,Lesquerella,CABBAGE WHITE,Pieris rapae,Pieris rapae,,,1396,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,BRASSICACEAE,Sisymbrium spp.,Sisymbrium,CABBAGE WHITE,Pieris rapae,Pieris rapae,,,1396,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,BRASSICACEAE,Draba spp.,Draba,OLYMPIA MARBLE,Euchloë olympia,Euchloë olympia,,,1396,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,BRASSICACEAE,Lesquerella spp.,Lesquerella,OLYMPIA MARBLE,Euchloë olympia,Euchloë olympia,,,1396,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,BRASSICACEAE,Sisymbrium spp.,Sisymbrium,OLYMPIA MARBLE,Euchloë olympia,Euchloë olympia,,,1396,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,BRASSICACEAE,Draba spp.,Draba,FALCATE ORANGETIP,Anthocaris midea,Anthocaris midea,,,1396,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,BRASSICACEAE,Lesquerella spp.,Lesquerella,FALCATE ORANGETIP,Anthocaris midea,Anthocaris midea,,,1396,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,BRASSICACEAE,Sisymbrium spp.,Sisymbrium,FALCATE ORANGETIP,Anthocaris midea,Anthocaris midea,,,1396,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,ROSACEAE,Prunus mexicana,Prunus,RED-SPOTTED PURPLE,Limenitis arthemis astyanax,Limenitis arthemis astyanax,,The following are on both of these Prunus spp.:,1397,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,ROSACEAE,Prunus gracilis,Prunus,RED-SPOTTED PURPLE,Limenitis arthemis astyanax,Limenitis arthemis astyanax,,The following are on both of these Prunus spp.:,1397,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,ROSACEAE,Prunus mexicana,Prunus,GRAY HAIRSTREAK,Strymon melinus,Strymon melinus,,The following are on both of these Prunus spp.:,1397,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,ROSACEAE,Prunus gracilis,Prunus,GRAY HAIRSTREAK,Strymon melinus,Strymon melinus,,The following are on both of these Prunus spp.:,1397,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,ROSACEAE,Prunus mexicana,Prunus,BANDED HAIRSTREAK,Satyrium calanus,Satyrium calanus,,The following are on both of these Prunus spp.:,1397,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,ROSACEAE,Prunus gracilis,Prunus,BANDED HAIRSTREAK,Satyrium calanus,Satyrium calanus,,The following are on both of these Prunus spp.:,1397,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
butterflies,ROSACEAE,Prunus mexicana,Prunus,CORAL HAIRSTREAK,Satyrium titus,Satyrium titus,,The following are on both of these Prunus spp.:,1397,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
