section,family,plant,plant_genus,lep_common,lep_species,species_verbatim,name_inferred,grouping_note,fnct_page,source
moths,ROSACEAE,Prunus spp.,Prunus,BLINDED SPHINX,Paonias excaetatus,Paonias excaetatus,,,1401,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
moths,ROSACEAE,Prunus spp.,Prunus,SMALL-EYED SPHINX,Paonias myops,Paonias myops,,,1401,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
moths,ROSACEAE,Prunus spp.,Prunus,WALNUT SPHINX,Lathoë juglandis,Lathoë juglandis,,,1401,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
moths,ROSACEAE,Prunus spp.,Prunus,WHITE-LINED SPHINX,Hyles lineata,Hyles lineata,,,1401,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
moths,ROSACEAE,Prunus spp.,Prunus,APPLE SPHINX,Sphinx gordius,Sphinx gordius,,,1401,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
moths,ROSACEAE,Prunus spp.,Prunus,UNDERWING,Catocala ultronia,Catocala ultronia,,,1401,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
moths,ROSACEAE,Prunus spp.,Prunus,UNDERWING,Catocala ultronia,Catocala ultronia,,,1401,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
moths,FABACEACE,Cercis canadensis,Cercis,IO MOTH,Automeris io,Automeris io,,,1401,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
moths,FABACEACE,Gleditsia spp.,Gleditsia,HONEY LOCUST MOTH,Sphingicampa bicolor,Sphingicampa bicolor,,,1401,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
moths,FABACEACE,Gleditsia spp.,Gleditsia,UNDERWING,Catocala undulosa,Catocala undulosa,,,1401,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
moths,ANACARDIACEAE,Rhus spp.,Rhus,LUNA,Actias luna,Actias luna,,,1401,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
moths,AQUIFOLIACEAE,Ilex spp.,Ilex,PAWPAW SPHINX,Dolba hyloeus,Dolba hyloeus,,,1402,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
moths,ACERACEAE,Acer negundo,Acer,IMPERIAL,Eackes imperialis,Eackes imperialis,,,1402,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
moths,ACERACEAE,Acer negundo,Acer,POLYPHEMUS,Antheraea polyphemus,Antheraea polyphemus,,,1402,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
moths,VITACEAE,Parthenocissus spp.,Parthenocissus,HOG SPHINX,Darapsa myron,Darapsa myron,,The following are on all four of these,1402,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
moths,VITACEAE,Vitis spp.,Vitis,HOG SPHINX,Darapsa myron,Darapsa myron,,The following are on all four of these,1402,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
moths,VITACEAE,Parthenocissus spp.,Parthenocissus,VINE SPHINX,Eumorpha vitis,Eumorpha vitis,,The following are on all four of these,1402,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
moths,VITACEAE,Vitis spp.,Vitis,VINE SPHINX,Eumorpha vitis,Eumorpha vitis,,The following are on all four of these,1402,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
moths,VITACEAE,Parthenocissus spp.,Parthenocissus,ABBOTT ’S SPHINX,Sphecedina abbottii,Sphecedina abbottii,,The following are on all four of these,1402,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
moths,VITACEAE,Vitis spp.,Vitis,ABBOTT ’S SPHINX,Sphecedina abbottii,Sphecedina abbottii,,The following are on all four of these,1402,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
moths,VITACEAE,Parthenocissus spp.,Parthenocissus,NESSUS SPHINX,Amphion floridensis,Amphion floridensis,,The following are on all four of these,1402,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
moths,VITACEAE,Vitis spp.,Vitis,NESSUS SPHINX,Amphion floridensis,Amphion floridensis,,The following are on all four of these,1402,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
moths,VITACEAE,Parthenocissus spp.,Parthenocissus,GAUDY SPHINX,Eumorpha labruscae,Eumorpha labruscae,,The following are on all four of these,1402,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
moths,VITACEAE,Vitis spp.,Vitis,GAUDY SPHINX,Eumorpha labruscae,Eumorpha labruscae,,The following are on all four of these,1402,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
moths,VITACEAE,Parthenocissus spp.,Parthenocissus,MOURNFUL SPHINX,Enyo lugubris,Enyo lugubris,,The following are on all four of these,1402,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
moths,VITACEAE,Vitis spp.,Vitis,MOURNFUL SPHINX,Enyo lugubris,Enyo lugubris,,The following are on all four of these,1402,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
moths,VITACEAE,Parthenocissus spp.,Parthenocissus,PANDORA SPHINX,Eumorpha pandorus,Eumorpha pandorus,,The following are on all four of these,1402,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
moths,VITACEAE,Vitis spp.,Vitis,PANDORA SPHINX,Eumorpha pandorus,Eumorpha pandorus,,The following are on all four of these,1402,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
moths,VITACEAE,Parthenocissus spp.,Parthenocissus,ACHEMON SPHINX,Eumorpha chemon,Eumorpha chemon,,The following are on all four of these,1402,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
moths,VITACEAE,Vitis spp.,Vitis,ACHEMON SPHINX,Eumorpha chemon,Eumorpha chemon,,The following are on all four of these,1402,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
moths,VITACEAE,Parthenocissus spp.,Parthenocissus,EIGHT-SPOTTED FORESTER,Alypia octomaculata,Alypia octomaculata,,The following are on all four of these,1402,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
moths,VITACEAE,Vitis spp.,Vitis,EIGHT-SPOTTED FORESTER,Alypia octomaculata,Alypia octomaculata,,The following are on all four of these,1402,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
moths,TILIACEAE,Parthenocissus spp.,Parthenocissus,WAVED SPHINX,Ceratomia undulosa,Ceratomia undulosa,,The following are on all four of these,1402,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
moths,TILIACEAE,Vitis spp.,Vitis,WAVED SPHINX,Ceratomia undulosa,Ceratomia undulosa,,The following are on all four of these,1402,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
moths,PASSIFLORACEAE,Passiflora spp.,Passiflora,PLEBEIAN SPHINX,Paratraea plebeja,Paratraea plebeja,,,1402,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
moths,ONAGRACEAE,Gaura spp.,Gaura,PROUD SPHINX,Proserpina gaurae,Proserpina gaurae,,The following are on both of these,1402,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
moths,ONAGRACEAE,Ludwigia spp.,Ludwigia,PROUD SPHINX,Proserpina gaurae,Proserpina gaurae,,The following are on both of these,1402,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
moths,ONAGRACEAE,Gaura spp.,Gaura,WHITE-LINED SPHINX,Hyles lineata,Hyles lineata,,The following are on both of these,1402,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
moths,ONAGRACEAE,Ludwigia spp.,Ludwigia,WHITE-LINED SPHINX,Hyles lineata,Hyles lineata,,The following are on both of these,1402,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
moths,ONAGRACEAE,Gaura spp.,Gaura,BANDED SPHINX,Eumorpha fasciata,Eumorpha fasciata,,The following are on both of these,1402,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
moths,ONAGRACEAE,Ludwigia spp.,Ludwigia,BANDED SPHINX,Eumorpha fasciata,Eumorpha fasciata,,The following are on both of these,1402,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
moths,CORNACEAE,Cornus spp.,Cornus,CECROPIA,Hyalophora cecropia,Hyalophora cecropia,,,1402,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
moths,ERICACEAE,Rhododendron spp.,Rhododendron,AZALEA SPHINX,Darapsa pholus,Darapsa pholus,,,1402,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
moths,EBENACEAE,Diospyros texana,Diospyros,LUNA MOTH,Actias luna,Actias luna,,,1402,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
moths,OLEACEAE,Fraxinus spp.,Fraxinus,WAVED SPHINX,Ceratomia undulosa,Ceratomia undulosa,,The following are on both of these,1402,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
moths,OLEACEAE,Ligustrum spp.,Ligustrum,WAVED SPHINX,Ceratomia undulosa,Ceratomia undulosa,,The following are on both of these,1402,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
moths,OLEACEAE,Fraxinus spp.,Fraxinus,GREAT ASH SPHINX,Sphinx chersis,Sphinx chersis,,The following are on both of these,1402,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
moths,OLEACEAE,Ligustrum spp.,Ligustrum,GREAT ASH SPHINX,Sphinx chersis,Sphinx chersis,,The following are on both of these,1402,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
moths,OLEACEAE,Fraxinus spp.,Fraxinus,T WIN-SPOTTED SPHINX,Sphinx jamaicensis,Sphinx jamaicensis,,The following are on both of these,1402,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
moths,OLEACEAE,Ligustrum spp.,Ligustrum,T WIN-SPOTTED SPHINX,Sphinx jamaicensis,Sphinx jamaicensis,,The following are on both of these,1402,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
moths,APOCYNACEAE,Apocynum spp.,Apocynum,SNOWBERRY CLEARWING,Hemaris diffinis,Hemaris diffinis,,,1402,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
moths,SOLANACEAE,Datura spp.,Datura,PINK-SPOTTED HAWK MOTH,Agrius cingulata,Agrius cingulata,,,1403,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
moths,SOLANACEAE,Solanum spp.,Solanum,CAROLINA SPHINX,Manduca sexta,Manduca sexta,,,1403,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
moths,SOLANACEAE,Solanum spp.,Solanum,FIVE-SPOTTED HAWK MOTH,Manduca quinquemaculata,Manduca quinquemaculata,,,1403,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
moths,SCROPHULARIACEAE,Leucophyllum frutescens,Leucophyllum,GREAT ASH SPHINX,Sphinx chersis,Sphinx chersis,,,1403,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
moths,BIGNONIACEAE,Campsis radicans,Campsis,CATALPA SPHINX,Cerestomia catalpe,Cerestomia catalpe,,,1403,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
moths,BIGNONIACEAE,Chilopsis linearis,Chilopsis,CATALPA SPHINX,Cerestomia catalpe,Cerestomia catalpe,,,1403,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
moths,BIGNONIACEAE,Campsis radicans,Campsis,RUSTIC SPHINX,Manduca rustica,Manduca rustica,,,1403,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
moths,BIGNONIACEAE,Chilopsis linearis,Chilopsis,RUSTIC SPHINX,Manduca rustica,Manduca rustica,,,1403,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
moths,RUBIACEAE,Cephalanthus occidentalis,Cephalanthus,TERSA SPHINX,Xylophanes tersa,Xylophanes tersa,,,1403,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
moths,RUBIACEAE,Cephalanthus occidentalis,Cephalanthus,HYDRANGEA SPHINX,Darapsa versicolor,Darapsa versicolor,,,1403,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
moths,CAPRIFOLIACEAE,Symphoricarpos spp.,Symphoricarpos,HUMMINGBIRD CLEARWING,Hemaris thysbe,Hemaris thysbe,,,1403,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
moths,CAPRIFOLIACEAE,Viburnum spp.,Viburnum,HUMMINGBIRD CLEARWING,Hemaris thysbe,Hemaris thysbe,,,1403,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
moths,CAPRIFOLIACEAE,Symphoricarpos spp.,Symphoricarpos,SNOWBERRY CLEARWING,Hemaris diffinis,Hemaris diffinis,,,1403,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
moths,CAPRIFOLIACEAE,Viburnum spp.,Viburnum,SNOWBERRY CLEARWING,Hemaris diffinis,Hemaris diffinis,,,1403,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
moths,ASTERACEAE,Conyza spp.,Conyza,LYNX FLOWER MOTH,Schinia lynx,Schinia lynx,,,1403,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
moths,ASTERACEAE,Ambrosia spp.,Ambrosia,RAGWEED FLOWER MOTH,Schinia rivulosa,Schinia rivulosa,,,1403,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
moths,ASTERACEAE,Aster spp.,Aster,ARCEGUA FLOWER MOTH,Schinia arcigera,Schinia arcigera,,,1403,"Diggs, Lipscomb & O'Kennon 1999, Appendix Ten (Larval Host Plants of Lepidoptera of North Central Texas, compiled by JoAnn Karges)"
