place,animal_species,animal_common,iconic_taxon,nearest_radius_mi,observation_count,fetched_on,source
home,Battus philenor,Pipevine Swallowtail,Insecta,1,1,2026-09-02,api.inaturalist.org species_counts
home,Bembidion impotens,,Insecta,3,19,2026-09-02,api.inaturalist.org species_counts
home,Bembidion rapidum,,Insecta,3,16,2026-09-02,api.inaturalist.org species_counts
home,Bicyrtes quadrifasciatus,Four-banded Stink Bug Wasp,Insecta,1,1,2026-09-02,api.inaturalist.org species_counts
home,Blastobasis glandulella,Acorn Moth,Insecta,3,29,2026-09-02,api.inaturalist.org species_counts
home,Bombus pensylvanicus,American Bumble Bee,Insecta,3,33,2026-09-02,api.inaturalist.org species_counts
home,Brachymyrmex patagonicus,Dark Rover Ant,Insecta,1,1,2026-09-02,api.inaturalist.org species_counts
home,Braconidae,Braconid Wasps,Insecta,1,1,2026-09-02,api.inaturalist.org species_counts
home,Brochymena quadripustulata,Four-humped Stink Bug,Insecta,1,1,2026-09-02,api.inaturalist.org species_counts
home,Bucculatrix coronatella,Crowned Bucculatrix Moth,Insecta,3,15,2026-09-02,api.inaturalist.org species_counts
home,Burnsius communis,Common Checkered-Skipper,Insecta,3,13,2026-09-02,api.inaturalist.org species_counts
home,Caenurgina erechtea,Forage Looper Moth,Insecta,3,15,2026-09-02,api.inaturalist.org species_counts
home,Calosoma,Caterpillar-hunter Beetles,Insecta,1,1,2026-09-02,api.inaturalist.org species_counts
home,Calosoma scrutator,Fiery Searcher,Insecta,3,15,2026-09-02,api.inaturalist.org species_counts
home,Calycopis,,Insecta,1,1,2026-09-02,api.inaturalist.org species_counts
home,Camponotus pennsylvanicus,Eastern Black Carpenter Ant,Insecta,15,134,2026-09-02,api.inaturalist.org species_counts
home,Catocala maestosa,Sad Underwing,Insecta,3,15,2026-09-02,api.inaturalist.org species_counts
home,Chaetocnema,,Insecta,3,22,2026-09-02,api.inaturalist.org species_counts
home,Chariessa pilosa,Pilose Checkered Beetle,Insecta,1,1,2026-09-02,api.inaturalist.org species_counts
home,Chariesterus antennator,Euphorbia Bug,Insecta,3,12,2026-09-02,api.inaturalist.org species_counts
home,Chelinidea vittiger,Cactus Coreid Bug,Insecta,3,16,2026-09-02,api.inaturalist.org species_counts
home,Cheumatopsyche,Little Sister Sedges,Insecta,8,46,2026-09-02,api.inaturalist.org species_counts
home,Chinavia hilaris,Green Stink Bug,Insecta,3,15,2026-09-02,api.inaturalist.org species_counts
home,Chironomini,,Insecta,1,1,2026-09-02,api.inaturalist.org species_counts
home,Chlosyne lacinia,Bordered Patch,Insecta,1,1,2026-09-02,api.inaturalist.org species_counts
home,Chortophaga viridifasciata,Green-striped Grasshopper,Insecta,3,15,2026-09-02,api.inaturalist.org species_counts
home,Chrysopa,Stink Lacewings,Insecta,1,1,2026-09-02,api.inaturalist.org species_counts
home,Chrysopa quadripunctata,Four-spotted Green Lacewing,Insecta,3,13,2026-09-02,api.inaturalist.org species_counts
home,Chrysoperla rufilabris,Red-lipped Green Lacewing,Insecta,3,25,2026-09-02,api.inaturalist.org species_counts
home,Cicindela sexguttata,Six-spotted Tiger Beetle,Insecta,25,300,2026-09-02,api.inaturalist.org species_counts
home,Cisseps fulvicollis,Yellow-collared Scape Moth,Insecta,3,21,2026-09-02,api.inaturalist.org species_counts
home,Clepsis peritana,Garden Tortrix,Insecta,3,42,2026-09-02,api.inaturalist.org species_counts
home,Clepsis virescana,Greenish Apple Moth,Insecta,15,171,2026-09-02,api.inaturalist.org species_counts
home,Clivina dentipes,,Insecta,3,18,2026-09-02,api.inaturalist.org species_counts
home,Coccinella septempunctata,Seven-spotted Lady Beetle,Insecta,3,26,2026-09-02,api.inaturalist.org species_counts
home,Colias eurytheme,Orange Sulphur,Insecta,8,174,2026-09-02,api.inaturalist.org species_counts
home,Condylostylus,,Insecta,1,1,2026-09-02,api.inaturalist.org species_counts
home,Condylostylus longicornis,,Insecta,8,46,2026-09-02,api.inaturalist.org species_counts
home,Conocephalus,Lesser Meadow Katydids,Insecta,1,1,2026-09-02,api.inaturalist.org species_counts
home,Conocephalus fasciatus,Slender Meadow Katydid,Insecta,8,42,2026-09-02,api.inaturalist.org species_counts
home,Copelatus glyphicus,,Insecta,3,16,2026-09-02,api.inaturalist.org species_counts
home,Costaconvexa centrostrigaria,Bent-lined Carpet,Insecta,3,22,2026-09-02,api.inaturalist.org species_counts
home,Cotinis nitida,Common Green June Beetle,Insecta,1,2,2026-09-02,api.inaturalist.org species_counts
home,Crematogaster laeviuscula,Shiny Acrobat Ant,Insecta,1,2,2026-09-02,api.inaturalist.org species_counts
home,Cryptocephalus leucomelas,Bi-blotched Cryptocephalus,Insecta,3,23,2026-09-02,api.inaturalist.org species_counts
home,Cuerna costalis,Lateral-lined Sharpshooter,Insecta,1,1,2026-09-02,api.inaturalist.org species_counts
home,Cydia caryana,Hickory Shuckworm Moth,Insecta,3,20,2026-09-02,api.inaturalist.org species_counts
home,Cydia latiferreana,Filbertworm Moth,Insecta,3,20,2026-09-02,api.inaturalist.org species_counts
home,Danaus gilippus,Queen,Insecta,1,1,2026-09-02,api.inaturalist.org species_counts
home,Danaus plexippus,Monarch,Insecta,1,1,2026-09-02,api.inaturalist.org species_counts
home,Delphinia picta,Common Picture-winged Fly,Insecta,3,13,2026-09-02,api.inaturalist.org species_counts
home,Diabrotica undecimpunctata,Spotted Cucumber Beetle,Insecta,1,4,2026-09-02,api.inaturalist.org species_counts
home,Dianthidium curvatum,Curved Pebble Bee,Insecta,3,17,2026-09-02,api.inaturalist.org species_counts
home,Diastictis fracturalis,Fractured Western Snout,Insecta,8,45,2026-09-02,api.inaturalist.org species_counts
home,Dichromorpha viridis,Short-winged Green Grasshopper,Insecta,8,74,2026-09-02,api.inaturalist.org species_counts
home,Dicromantispa interrupta,Four-spotted Mantisfly,Insecta,3,12,2026-09-02,api.inaturalist.org species_counts
home,Dicymolomia julianalis,Julia's Dicymolomia Moth,Insecta,3,17,2026-09-02,api.inaturalist.org species_counts
home,Dikrella maculata,,Insecta,3,13,2026-09-02,api.inaturalist.org species_counts
home,Dione vanillae,Gulf Fritillary,Insecta,1,3,2026-09-02,api.inaturalist.org species_counts
home,Diplostethus texanus,,Insecta,3,25,2026-09-02,api.inaturalist.org species_counts
home,Diplotaxis,,Insecta,3,21,2026-09-02,api.inaturalist.org species_counts
home,Dipropus simplex,,Insecta,3,14,2026-09-02,api.inaturalist.org species_counts
home,Druon quercuslanigerum,,Insecta,1,1,2026-09-02,api.inaturalist.org species_counts
home,Dythemis velox,Swift Setwing,Insecta,8,89,2026-09-02,api.inaturalist.org species_counts
home,Ecdytolopha mana,Bicolored Ecdytolopha Moth,Insecta,15,134,2026-09-02,api.inaturalist.org species_counts
home,Echinargus isola,Reakirt's Blue,Insecta,8,83,2026-09-02,api.inaturalist.org species_counts
home,Elaphria chalcedonia,Chalcedony Midget,Insecta,3,19,2026-09-02,api.inaturalist.org species_counts
home,Elophila gyralis,Waterlily Borer Moth,Insecta,1,1,2026-09-02,api.inaturalist.org species_counts
home,Elophila obliteralis,Waterlily Leafcutter Moth,Insecta,3,48,2026-09-02,api.inaturalist.org species_counts
home,Emmelina monodactyla,Morning-glory Plume Moth,Insecta,1,1,2026-09-02,api.inaturalist.org species_counts
home,Enallagma basidens,Double-striped Bluet,Insecta,25,244,2026-09-02,api.inaturalist.org species_counts
home,Enallagma civile,Familiar Bluet,Insecta,3,12,2026-09-02,api.inaturalist.org species_counts
home,Entylia carinata,Keeled Treehopper,Insecta,3,16,2026-09-02,api.inaturalist.org species_counts
home,Epargyreus clarus,Silver-spotted Skipper,Insecta,8,87,2026-09-02,api.inaturalist.org species_counts
home,Ephestiodes gilvescentella,Dusky Raisin Moth,Insecta,3,15,2026-09-02,api.inaturalist.org species_counts
home,Epiaeschna heros,Swamp Darner,Insecta,1,2,2026-09-02,api.inaturalist.org species_counts
home,Epimelissodes obliquus,Oblique Longhorn Bee,Insecta,3,15,2026-09-02,api.inaturalist.org species_counts
home,Eristalis stipator,Yellow-shouldered Drone Fly,Insecta,8,54,2026-09-02,api.inaturalist.org species_counts
home,Erynnis funeralis,Funereal Duskywing,Insecta,1,2,2026-09-02,api.inaturalist.org species_counts
home,Erynnis horatius,Horace's Duskywing,Insecta,3,23,2026-09-02,api.inaturalist.org species_counts
home,Erythemis simplicicollis,Eastern Pondhawk,Insecta,3,11,2026-09-02,api.inaturalist.org species_counts
home,Estigmene acrea,Salt Marsh Moth,Insecta,1,1,2026-09-02,api.inaturalist.org species_counts
home,Euborellia,,Insecta,1,1,2026-09-02,api.inaturalist.org species_counts
home,Euchromius ocellea,Belted Grass-veneer,Insecta,3,14,2026-09-02,api.inaturalist.org species_counts
home,Eulimnichus ater,,Insecta,3,49,2026-09-02,api.inaturalist.org species_counts
home,Eumarozia malachitana,Sculptured Moth,Insecta,3,13,2026-09-02,api.inaturalist.org species_counts
home,Eumorpha fasciatus,Banded Sphinx,Insecta,1,1,2026-09-02,api.inaturalist.org species_counts
home,Euodynerus foraminatus,Pitted Mason Wasp,Insecta,1,1,2026-09-02,api.inaturalist.org species_counts
home,Euodynerus pratensis,,Insecta,3,20,2026-09-02,api.inaturalist.org species_counts
home,Eupeodes americanus,Long-tailed Aphideater Complex,Insecta,1,1,2026-09-02,api.inaturalist.org species_counts
home,Euphoria kernii,Kern's Flower Scarab,Insecta,8,45,2026-09-02,api.inaturalist.org species_counts
home,Eupithecia miserulata,Common Eupithecia Moth,Insecta,3,34,2026-09-02,api.inaturalist.org species_counts
home,Euptoieta claudia,Variegated Fritillary,Insecta,8,241,2026-09-02,api.inaturalist.org species_counts
home,Eurema lisa,Little Yellow,Insecta,8,45,2026-09-02,api.inaturalist.org species_counts
home,Euschistus servus,Brown Stink Bug,Insecta,8,45,2026-09-02,api.inaturalist.org species_counts
home,Evania appendigaster,Blue-eyed Ensign Wasp,Insecta,1,1,2026-09-02,api.inaturalist.org species_counts
home,Exitianus exitiosus,Gray Lawn Leafhopper,Insecta,3,22,2026-09-02,api.inaturalist.org species_counts
home,Feltia subterranea,Subterranean Dart,Insecta,1,1,2026-09-02,api.inaturalist.org species_counts
home,Galgula partita,Wedgling Moth,Insecta,3,40,2026-09-02,api.inaturalist.org species_counts
home,Glaphyria sesquistrialis,White-roped Glaphyria Moth,Insecta,8,65,2026-09-02,api.inaturalist.org species_counts
home,Graphocephala coccinea,Red-banded Leafhopper,Insecta,8,47,2026-09-02,api.inaturalist.org species_counts
home,Gretchena bolliana,Pecan Bud Moth,Insecta,3,13,2026-09-02,api.inaturalist.org species_counts
home,Halictus ligatus,Ligated Furrow Bee,Insecta,3,18,2026-09-02,api.inaturalist.org species_counts
home,Harmonia axyridis,Asian Lady Beetle,Insecta,1,3,2026-09-02,api.inaturalist.org species_counts
home,Helicoverpa zea,Corn Earworm Moth,Insecta,1,2,2026-09-02,api.inaturalist.org species_counts
home,Heliozela aesella,,Insecta,1,1,2026-09-02,api.inaturalist.org species_counts
home,Hemaris diffinis,Snowberry Clearwing,Insecta,8,61,2026-09-02,api.inaturalist.org species_counts
home,Heraclides cresphontes,Eastern Giant Swallowtail,Insecta,8,78,2026-09-02,api.inaturalist.org species_counts
home,Hermetia illucens,Black Soldier Fly,Insecta,8,53,2026-09-02,api.inaturalist.org species_counts
home,Hetaerina americana,American Rubyspot,Insecta,25,216,2026-09-02,api.inaturalist.org species_counts
home,Hileithia magualis,Magician Moth,Insecta,8,52,2026-09-02,api.inaturalist.org species_counts
home,Hippiscus ocelote,Wrinkled Grasshopper,Insecta,1,1,2026-09-02,api.inaturalist.org species_counts
home,Hippodamia convergens,Convergent Lady Beetle,Insecta,8,102,2026-09-02,api.inaturalist.org species_counts
home,Homalodisca vitripennis,Glassy-winged Sharpshooter,Insecta,1,1,2026-09-02,api.inaturalist.org species_counts
home,Homoeosoma electella,American Sunflower Moth,Insecta,3,27,2026-09-02,api.inaturalist.org species_counts
home,Hyalymenus tarsatus,Texas Bow-legged Bug,Insecta,3,21,2026-09-02,api.inaturalist.org species_counts
home,Hydropsyche,Spotted Sedges,Insecta,3,29,2026-09-02,api.inaturalist.org species_counts
home,Hylephila phyleus,Fiery Skipper,Insecta,3,35,2026-09-02,api.inaturalist.org species_counts
home,Hyles lineata,White-lined Sphinx,Insecta,3,38,2026-09-02,api.inaturalist.org species_counts
home,Hymenia perspectalis,Spotted Beet Webworm Moth,Insecta,3,32,2026-09-02,api.inaturalist.org species_counts
home,Hypena scabra,Green Cloverworm Moth,Insecta,3,63,2026-09-02,api.inaturalist.org species_counts
home,Hypercompe scribonia,Giant Leopard Moth,Insecta,3,11,2026-09-02,api.inaturalist.org species_counts
home,Hyphantria cunea,Fall Webworm Moth,Insecta,1,1,2026-09-02,api.inaturalist.org species_counts
home,Hypocritanus fascipennis,Eastern Band-winged Hover Fly,Insecta,8,43,2026-09-02,api.inaturalist.org species_counts
home,Idia aemula,Common Idia Moth,Insecta,3,33,2026-09-02,api.inaturalist.org species_counts
home,Idia americalis,American Idia Moth,Insecta,3,14,2026-09-02,api.inaturalist.org species_counts
home,Iridopsis defectaria,Brown-shaded Gray,Insecta,3,12,2026-09-02,api.inaturalist.org species_counts
home,Ischnura hastata,Citrine Forktail,Insecta,1,1,2026-09-02,api.inaturalist.org species_counts
home,Ischnura posita,Fragile Forktail,Insecta,8,65,2026-09-02,api.inaturalist.org species_counts
home,Ischnura ramburii,Rambur's Forktail,Insecta,8,104,2026-09-02,api.inaturalist.org species_counts
home,Jadera haematoloma,Red-shouldered Bug,Insecta,1,1,2026-09-02,api.inaturalist.org species_counts
home,Junonia coenia,Common Buckeye,Insecta,1,1,2026-09-02,api.inaturalist.org species_counts
home,Kuschelina gibbitarsa,Spot-necked Kuschelina,Insecta,1,1,2026-09-02,api.inaturalist.org species_counts
home,Leptoglossus oppositus,,Insecta,1,1,2026-09-02,api.inaturalist.org species_counts
home,Leptoglossus phyllopus,Eastern Leaf-footed Bug,Insecta,1,3,2026-09-02,api.inaturalist.org species_counts
home,Leptostales pannaria,Pannaria Wave,Insecta,3,33,2026-09-02,api.inaturalist.org species_counts
home,Lerema accius,Clouded Skipper,Insecta,1,1,2026-09-02,api.inaturalist.org species_counts
home,Lestes australis,Southern Spreadwing,Insecta,1,1,2026-09-02,api.inaturalist.org species_counts
home,Libellula comanche,Comanche Skimmer,Insecta,25,252,2026-09-02,api.inaturalist.org species_counts
home,Libellula croceipennis,Neon Skimmer,Insecta,8,137,2026-09-02,api.inaturalist.org species_counts
home,Libellula luctuosa,Widow Skimmer,Insecta,8,47,2026-09-02,api.inaturalist.org species_counts
home,Libellula vibrans,Great Blue Skimmer,Insecta,8,70,2026-09-02,api.inaturalist.org species_counts
home,Libytheana carinenta,American Snout,Insecta,8,84,2026-09-02,api.inaturalist.org species_counts
home,Limenitis archippus,Viceroy,Insecta,15,137,2026-09-02,api.inaturalist.org species_counts
home,Lineodes integra,Eggplant Leafroller Moth,Insecta,3,22,2026-09-02,api.inaturalist.org species_counts
home,Liorhyssus hyalinus,Hyaline Grass Bug,Insecta,3,16,2026-09-02,api.inaturalist.org species_counts
home,Lobocleta ossularia,Drab Brown Wave,Insecta,8,46,2026-09-02,api.inaturalist.org species_counts
home,Lucilia,Greenbottle Flies,Insecta,1,1,2026-09-02,api.inaturalist.org species_counts
home,Lygaeus kalmii,Small Milkweed Bug,Insecta,1,1,2026-09-02,api.inaturalist.org species_counts
home,Lygus lineolaris,North American Tarnished Plant Bug,Insecta,25,214,2026-09-02,api.inaturalist.org species_counts
home,Malacosoma disstria,Forest Tent Caterpillar Moth,Insecta,1,2,2026-09-02,api.inaturalist.org species_counts
home,Mallophora fautrix,Golden-tailed Beebandit,Insecta,3,13,2026-09-02,api.inaturalist.org species_counts
home,Manduca sexta,Carolina Sphinx,Insecta,8,46,2026-09-02,api.inaturalist.org species_counts
home,Marimatha nigrofimbria,Black-bordered Lemon Moth,Insecta,15,148,2026-09-02,api.inaturalist.org species_counts
home,Megachilinae,,Insecta,1,1,2026-09-02,api.inaturalist.org species_counts
home,Megacyllene caryae,Painted Hickory Borer,Insecta,1,1,2026-09-02,api.inaturalist.org species_counts
home,Megatibicen resh,Resh Cicada,Insecta,8,57,2026-09-02,api.inaturalist.org species_counts
home,Melanoplus differentialis,Differential Grasshopper,Insecta,3,19,2026-09-02,api.inaturalist.org species_counts
home,Melipotis indomita,Indomitable Graphic Moth,Insecta,3,20,2026-09-02,api.inaturalist.org species_counts
home,Melipotis jucunda,Merry Graphic Moth,Insecta,1,1,2026-09-02,api.inaturalist.org species_counts
home,Melissodes bimaculatus,Two-spotted Longhorn Bee,Insecta,1,2,2026-09-02,api.inaturalist.org species_counts
home,Menecles insertus,Elf Shoe Stink Bug,Insecta,1,1,2026-09-02,api.inaturalist.org species_counts
home,Metcalfa pruinosa,Citrus Flatid Planthopper,Insecta,15,149,2026-09-02,api.inaturalist.org species_counts
home,Microcentrum rhombifolium,Greater Anglewing,Insecta,1,1,2026-09-02,api.inaturalist.org species_counts
home,Monocrepidius bellus,Beautiful Wireworm,Insecta,3,29,2026-09-02,api.inaturalist.org species_counts
home,Myodocha serripes,Long-necked Seed Bug,Insecta,1,1,2026-09-02,api.inaturalist.org species_counts
home,Nathalis iole,Dainty Sulphur,Insecta,8,92,2026-09-02,api.inaturalist.org species_counts
home,Neoconocephalus triops,Broad-tipped Conehead,Insecta,3,15,2026-09-02,api.inaturalist.org species_counts
home,Neopamera bilobata,,Insecta,3,18,2026-09-02,api.inaturalist.org species_counts
home,Neotibicen pruinosus,Scissor Grinder,Insecta,1,1,2026-09-02,api.inaturalist.org species_counts
home,Neotibicen superbus,Superb Dog-day Cicada,Insecta,1,2,2026-09-02,api.inaturalist.org species_counts
home,Neotibicen tibicen,Swamp Cicada,Insecta,1,1,2026-09-02,api.inaturalist.org species_counts
home,Neoxylocopa,,Insecta,1,1,2026-09-02,api.inaturalist.org species_counts
home,Nomophila nearctica,Lucerne Moth,Insecta,1,1,2026-09-02,api.inaturalist.org species_counts
home,Norvellina helenae,,Insecta,3,16,2026-09-02,api.inaturalist.org species_counts
home,Notiobia,,Insecta,1,1,2026-09-02,api.inaturalist.org species_counts
home,Notiobia terminata,,Insecta,3,30,2026-09-02,api.inaturalist.org species_counts
home,Oliaridus aridus,,Insecta,3,14,2026-09-02,api.inaturalist.org species_counts
home,Olla v-nigrum,Ashy Gray Lady Beetle,Insecta,1,1,2026-09-02,api.inaturalist.org species_counts
home,Oncometopia orbona,Broad-headed Sharpshooter,Insecta,8,48,2026-09-02,api.inaturalist.org species_counts
home,Oncopeltus fasciatus,Large Milkweed Bug,Insecta,1,1,2026-09-02,api.inaturalist.org species_counts
home,Ophiderma evelyna,,Insecta,1,1,2026-09-02,api.inaturalist.org species_counts
home,Orgyia leucostigma,White-marked Tussock Moth,Insecta,15,148,2026-09-02,api.inaturalist.org species_counts
home,Oxycopis mimetica,,Insecta,3,15,2026-09-02,api.inaturalist.org species_counts
home,Pacarina puella,Little mesquite cicada,Insecta,15,158,2026-09-02,api.inaturalist.org species_counts
home,Pachydiplax longipennis,Blue Dasher,Insecta,3,27,2026-09-02,api.inaturalist.org species_counts
home,Pachypsylla celtidismamma,Hackberry Nipplegall Psyllid,Insecta,3,14,2026-09-02,api.inaturalist.org species_counts
home,Pachypsylla venusta,Hackberry Petiole Gall Psyllid,Insecta,1,1,2026-09-02,api.inaturalist.org species_counts
home,Paleacrita vernata,Spring Cankerworm Moth,Insecta,15,170,2026-09-02,api.inaturalist.org species_counts
home,Palpada vinetorum,Northern Plushback,Insecta,8,65,2026-09-02,api.inaturalist.org species_counts
home,Palpita freemanalis,Freeman's Palpita Moth,Insecta,3,23,2026-09-02,api.inaturalist.org species_counts
home,Palpita quadristigmalis,Four-spotted Palpita Moth,Insecta,3,15,2026-09-02,api.inaturalist.org species_counts
home,Pangaeus bilineatus,Two-lined Burrowing Bug,Insecta,8,62,2026-09-02,api.inaturalist.org species_counts
home,Panopoda carneicosta,Brown Panopoda Moth,Insecta,1,1,2026-09-02,api.inaturalist.org species_counts
home,Papilio glaucus,Eastern Tiger Swallowtail,Insecta,1,1,2026-09-02,api.inaturalist.org species_counts
home,Papilio polyxenes,Black Swallowtail,Insecta,1,3,2026-09-02,api.inaturalist.org species_counts
home,Paracymus,,Insecta,3,21,2026-09-02,api.inaturalist.org species_counts
home,Parapediasia teterrellus,Bluegrass Webworm Moth,Insecta,3,25,2026-09-02,api.inaturalist.org species_counts
home,Paratachys,,Insecta,3,47,2026-09-02,api.inaturalist.org species_counts
home,Paraugochloropsis,,Insecta,1,1,2026-09-02,api.inaturalist.org species_counts
home,Parthenicus,,Insecta,3,20,2026-09-02,api.inaturalist.org species_counts
home,Pelidnota punctata,Grapevine Beetle,Insecta,25,233,2026-09-02,api.inaturalist.org species_counts
home,Pepsis,New World Tarantula-hawk Wasps,Insecta,1,1,2026-09-02,api.inaturalist.org species_counts
home,Peridroma saucia,Variegated Cutworm Moth,Insecta,1,1,2026-09-02,api.inaturalist.org species_counts
home,Periplaneta americana,American Cockroach,Insecta,1,4,2026-09-02,api.inaturalist.org species_counts
home,Perithemis tenera,Eastern Amberwing,Insecta,8,205,2026-09-02,api.inaturalist.org species_counts
home,Petrophila bifascialis,Two-banded Petrophila,Insecta,1,1,2026-09-02,api.inaturalist.org species_counts
home,Phanerotoma,,Insecta,3,14,2026-09-02,api.inaturalist.org species_counts
home,Phlepsiina,,Insecta,1,1,2026-09-02,api.inaturalist.org species_counts
home,Phoebis sennae,Cloudless Sulphur,Insecta,15,169,2026-09-02,api.inaturalist.org species_counts
home,Photinus pyralis,Common Eastern Firefly,Insecta,8,54,2026-09-02,api.inaturalist.org species_counts
home,Phyciodes phaon,Phaon Crescent,Insecta,8,102,2026-09-02,api.inaturalist.org species_counts
home,Phyciodes tharos,Pearl Crescent,Insecta,1,1,2026-09-02,api.inaturalist.org species_counts
home,Phycitinae,Knot-horn Moths,Insecta,1,1,2026-09-02,api.inaturalist.org species_counts
home,Pieris rapae,Small White,Insecta,1,2,2026-09-02,api.inaturalist.org species_counts
home,Pigritia,,Insecta,1,1,2026-09-02,api.inaturalist.org species_counts
home,Plagiognathus albatus,Sycamore plant bug,Insecta,3,16,2026-09-02,api.inaturalist.org species_counts
home,Plathemis lydia,Common Whitetail,Insecta,8,215,2026-09-02,api.inaturalist.org species_counts
home,Platynota rostrana,Omnivorous Platynota Moth,Insecta,3,27,2026-09-02,api.inaturalist.org species_counts
home,Plectrodera,,Insecta,1,1,2026-09-02,api.inaturalist.org species_counts
home,Pleuroprucha insulsaria,Common Tan Wave,Insecta,3,49,2026-09-02,api.inaturalist.org species_counts
home,Plochionus timidus,,Insecta,3,16,2026-09-02,api.inaturalist.org species_counts
home,Plusiinae,Plusiine Looper Moths,Insecta,1,1,2026-09-02,api.inaturalist.org species_counts
home,Plusiodonta compressipalpis,Moonseed Moth,Insecta,1,1,2026-09-02,api.inaturalist.org species_counts
home,Plutella xylostella,Diamondback Moth,Insecta,3,12,2026-09-02,api.inaturalist.org species_counts
home,Pococera asperatella,Maple Webworm Moth,Insecta,3,18,2026-09-02,api.inaturalist.org species_counts
home,Podisus maculiventris,Spined Soldier Bug,Insecta,3,15,2026-09-02,api.inaturalist.org species_counts
home,Poecilanthrax lucifer,,Insecta,8,62,2026-09-02,api.inaturalist.org species_counts
home,Poecilocapsus lineatus,Four-lined Plant Bug,Insecta,3,15,2026-09-02,api.inaturalist.org species_counts
home,Polana quadrinotata,,Insecta,3,22,2026-09-02,api.inaturalist.org species_counts
home,Polistes annularis,Ringed Paper Wasp,Insecta,1,1,2026-09-02,api.inaturalist.org species_counts
home,Polistes apachus,Apache Paper Wasp,Insecta,25,356,2026-09-02,api.inaturalist.org species_counts
home,Polistes carolina,Fine-backed Red Paper Wasp,Insecta,3,12,2026-09-02,api.inaturalist.org species_counts
home,Polistes dorsalis,Hunter's Little Paper Wasp,Insecta,8,53,2026-09-02,api.inaturalist.org species_counts
home,Polistes exclamans,Guinea Paper Wasp,Insecta,1,3,2026-09-02,api.inaturalist.org species_counts
home,Polistes metricus,Metric Paper Wasp,Insecta,8,52,2026-09-02,api.inaturalist.org species_counts
home,Polycentropodidae,Tube Maker Caddisflies,Insecta,1,1,2026-09-02,api.inaturalist.org species_counts
home,Polygonia interrogationis,Question Mark,Insecta,1,1,2026-09-02,api.inaturalist.org species_counts
home,Polystepha pilulae,Oak Leaf Gall Midge,Insecta,1,1,2026-09-02,api.inaturalist.org species_counts
home,Ponana citrina,,Insecta,3,17,2026-09-02,api.inaturalist.org species_counts
home,Pontia protodice,Checkered White,Insecta,3,16,2026-09-02,api.inaturalist.org species_counts
home,Potamyia flava,Yellow Net-spinning Caddisfly,Insecta,3,16,2026-09-02,api.inaturalist.org species_counts
home,Prionoxystus robiniae,Carpenterworm Moth,Insecta,3,12,2026-09-02,api.inaturalist.org species_counts
home,Promachus hinei,Maroon-legged Lion Fly,Insecta,8,58,2026-09-02,api.inaturalist.org species_counts
home,Proxys punctulatus,Black Stink Bug,Insecta,3,11,2026-09-02,api.inaturalist.org species_counts
home,Pseudaletia unipuncta,Armyworm Moth,Insecta,3,17,2026-09-02,api.inaturalist.org species_counts
home,Pseudatomoscelis seriatus,Cotton Fleahopper,Insecta,3,12,2026-09-02,api.inaturalist.org species_counts
home,Psyllobora renifer,Kidney-spotted Fairy Lady Beetle,Insecta,3,19,2026-09-02,api.inaturalist.org species_counts
home,Psyllobora vigintimaculata,Twenty-spotted Lady Beetle,Insecta,1,2,2026-09-02,api.inaturalist.org species_counts
home,Pyralis farinalis,Meal moth,Insecta,1,1,2026-09-02,api.inaturalist.org species_counts
home,Pyrausta inornatalis,Inornate Pyrausta Moth,Insecta,8,48,2026-09-02,api.inaturalist.org species_counts
home,Pyrausta laticlavia,Southern Purple Mint Moth,Insecta,15,125,2026-09-02,api.inaturalist.org species_counts
home,Rachiplusia ou,Gray Looper Moth,Insecta,3,21,2026-09-02,api.inaturalist.org species_counts
home,Rhinacloa forticornis,Western Plant Bug,Insecta,3,12,2026-09-02,api.inaturalist.org species_counts
home,Sarcophagidae,Flesh Flies and Satellite Flies,Insecta,1,1,2026-09-02,api.inaturalist.org species_counts
home,Sceliphron caementarium,Yellow-legged Mud-dauber Wasp,Insecta,3,13,2026-09-02,api.inaturalist.org species_counts
home,Schistocerca americana,American Bird Grasshopper,Insecta,8,60,2026-09-02,api.inaturalist.org species_counts
home,Schistocerca obscura,Obscure Bird Grasshopper,Insecta,3,26,2026-09-02,api.inaturalist.org species_counts
home,Sciota celtidella,Hackberry Leafroller Moth,Insecta,3,13,2026-09-02,api.inaturalist.org species_counts
home,Sciota rubrisparsella,Red-splashed Leafroller Moth,Insecta,3,16,2026-09-02,api.inaturalist.org species_counts
home,Scudderia furcata,Fork-tailed Bush Katydid,Insecta,3,31,2026-09-02,api.inaturalist.org species_counts
home,Scymnus louisianae,,Insecta,3,15,2026-09-02,api.inaturalist.org species_counts
home,Scythris trivinctella,Banded Scythris Moth,Insecta,3,13,2026-09-02,api.inaturalist.org species_counts
home,Sehirus cinctus,White-margined Burrowing Bug,Insecta,8,58,2026-09-02,api.inaturalist.org species_counts
home,Semiardistomis viridis,Green Semipoint-mouth Beetle,Insecta,3,21,2026-09-02,api.inaturalist.org species_counts
home,Sitona californius,,Insecta,3,15,2026-09-02,api.inaturalist.org species_counts
home,Solenopsis invicta,Red Imported Fire Ant,Insecta,1,1,2026-09-02,api.inaturalist.org species_counts
home,Sparganothoides lentiginosana,Lentiginos Moth,Insecta,15,184,2026-09-02,api.inaturalist.org species_counts
home,Sphecius speciosus,Eastern Cicada-killer Wasp,Insecta,1,2,2026-09-02,api.inaturalist.org species_counts
