place,animal_species,animal_common,iconic_taxon,nearest_radius_mi,observation_count,fetched_on,source
home,Heterodon kennerlyi,Mexican Hognose Snake,Reptilia,15,1,2026-09-02,api.inaturalist.org species_counts
home,Heterodon nasicus,Plains Hognose Snake,Reptilia,15,3,2026-09-02,api.inaturalist.org species_counts
home,Heterodon platirhinos,Eastern Hognose Snake,Reptilia,8,2,2026-09-02,api.inaturalist.org species_counts
home,Hydrosaurus pustulatus,Philippine Sailfin Lizard,Reptilia,8,1,2026-09-02,api.inaturalist.org species_counts
home,Iguana iguana,Green Iguana,Reptilia,8,1,2026-09-02,api.inaturalist.org species_counts
home,Kinosternon subrubrum,Eastern Mud Turtle,Reptilia,8,1,2026-09-02,api.inaturalist.org species_counts
home,Kinyongia boehmei,Böhme’s two-horned chamaeleon,Reptilia,25,1,2026-09-02,api.inaturalist.org species_counts
home,Lampropeltis annulata,Tamaulipan Milksnake,Reptilia,8,1,2026-09-02,api.inaturalist.org species_counts
home,Lampropeltis calligaster,Prairie Kingsnake,Reptilia,8,1,2026-09-02,api.inaturalist.org species_counts
home,Lampropeltis getula,Eastern Kingsnake,Reptilia,8,1,2026-09-02,api.inaturalist.org species_counts
home,Lampropeltis holbrooki,Speckled Kingsnake,Reptilia,8,5,2026-09-02,api.inaturalist.org species_counts
home,Lampropeltis polyzona,West Mexican Milksnake,Reptilia,8,2,2026-09-02,api.inaturalist.org species_counts
home,Lampropeltis splendida,Desert Kingsnake,Reptilia,8,1,2026-09-02,api.inaturalist.org species_counts
home,Leiocephalus,Curly-tailed Lizards,Reptilia,25,1,2026-09-02,api.inaturalist.org species_counts
home,Lepidodactylus lugubris,Mourning Gecko,Reptilia,25,1,2026-09-02,api.inaturalist.org species_counts
home,Macrochelys temminckii,Alligator Snapping Turtle,Reptilia,25,1,2026-09-02,api.inaturalist.org species_counts
home,Malayopython reticulatus,Reticulated Python,Reptilia,15,2,2026-09-02,api.inaturalist.org species_counts
home,Manouria emys,Asian Forest Tortoise,Reptilia,15,1,2026-09-02,api.inaturalist.org species_counts
home,Masticophis flagellum,Common Coachwhip,Reptilia,15,3,2026-09-02,api.inaturalist.org species_counts
home,Micrurus tener,Texas Coralsnake,Reptilia,15,9,2026-09-02,api.inaturalist.org species_counts
home,Naja samarensis,Samar Cobra,Reptilia,15,1,2026-09-02,api.inaturalist.org species_counts
home,Naja savannula,West African Banded Cobra,Reptilia,25,1,2026-09-02,api.inaturalist.org species_counts
home,Nerodia erythrogaster,Plain-bellied Watersnake,Reptilia,1,1,2026-09-02,api.inaturalist.org species_counts
home,Nerodia fasciata,Banded Watersnake,Reptilia,8,1,2026-09-02,api.inaturalist.org species_counts
home,Nerodia rhombifer,Diamondback Watersnake,Reptilia,1,1,2026-09-02,api.inaturalist.org species_counts
home,Nerodia sipedon,Common Watersnake,Reptilia,3,1,2026-09-02,api.inaturalist.org species_counts
home,Opheodrys aestivus,Rough Greensnake,Reptilia,8,22,2026-09-02,api.inaturalist.org species_counts
home,Ophiophagus,King Cobras,Reptilia,15,2,2026-09-02,api.inaturalist.org species_counts
home,Paleosuchus palpebrosus,Cuvier's Dwarf Caiman,Reptilia,8,6,2026-09-02,api.inaturalist.org species_counts
home,Pantherophis emoryi,Great Plains Ratsnake,Reptilia,8,2,2026-09-02,api.inaturalist.org species_counts
home,Pantherophis guttatus,Red Cornsnake,Reptilia,8,3,2026-09-02,api.inaturalist.org species_counts
home,Pantherophis obsoletus,Western Ratsnake,Reptilia,3,6,2026-09-02,api.inaturalist.org species_counts
home,Phelsuma grandis,Madagascar Giant Day Gecko,Reptilia,8,1,2026-09-02,api.inaturalist.org species_counts
home,Phelsuma kochi,Koch's Giant Day Gecko,Reptilia,8,1,2026-09-02,api.inaturalist.org species_counts
home,Phrynosoma cornutum,Texas Horned Lizard,Reptilia,8,1,2026-09-02,api.inaturalist.org species_counts
home,Pituophis catenifer,Gopher Snake,Reptilia,25,3,2026-09-02,api.inaturalist.org species_counts
home,Pituophis melanoleucus,Pine Snake,Reptilia,8,1,2026-09-02,api.inaturalist.org species_counts
home,Plestiodon fasciatus,Common Five-lined Skink,Reptilia,1,1,2026-09-02,api.inaturalist.org species_counts
home,Plestiodon laticeps,Broad-headed Skink,Reptilia,3,1,2026-09-02,api.inaturalist.org species_counts
home,Plestiodon tetragrammus,Four-lined Skink,Reptilia,25,1,2026-09-02,api.inaturalist.org species_counts
home,Podarcis muralis,Common Wall Lizard,Reptilia,15,1,2026-09-02,api.inaturalist.org species_counts
home,Podocnemis expansa,Giant South American Turtle,Reptilia,8,1,2026-09-02,api.inaturalist.org species_counts
home,Podocnemis unifilis,Yellow-headed Sideneck,Reptilia,15,1,2026-09-02,api.inaturalist.org species_counts
home,Pogona vitticeps,Central Bearded Dragon,Reptilia,3,1,2026-09-02,api.inaturalist.org species_counts
home,Pseudemys concinna,River Cooter,Reptilia,3,52,2026-09-02,api.inaturalist.org species_counts
home,Pseudemys nelsoni,Florida Red-bellied Cooter,Reptilia,8,8,2026-09-02,api.inaturalist.org species_counts
home,Pseudemys texana,Texas Cooter,Reptilia,8,37,2026-09-02,api.inaturalist.org species_counts
home,Python regius,Ball Python,Reptilia,3,2,2026-09-02,api.inaturalist.org species_counts
home,Regina grahamii,Graham's Crawfish Snake,Reptilia,8,14,2026-09-02,api.inaturalist.org species_counts
home,Rena dulcis,Texas Blind Snake,Reptilia,3,1,2026-09-02,api.inaturalist.org species_counts
home,Rhinocheilus lecontei,Long-nosed Snake,Reptilia,8,1,2026-09-02,api.inaturalist.org species_counts
home,Sauromalus ater,Common Chuckwalla,Reptilia,8,3,2026-09-02,api.inaturalist.org species_counts
home,Sceloporus consobrinus,Prairie Lizard,Reptilia,8,60,2026-09-02,api.inaturalist.org species_counts
home,Sceloporus olivaceus,Texas Spiny Lizard,Reptilia,1,3,2026-09-02,api.inaturalist.org species_counts
home,Sceloporus tristichus,Plateau Fence Lizard,Reptilia,15,1,2026-09-02,api.inaturalist.org species_counts
home,Scincella lateralis,Little Brown Skink,Reptilia,3,1,2026-09-02,api.inaturalist.org species_counts
home,Sonora episcopa,Great Plains Ground Snake,Reptilia,8,1,2026-09-02,api.inaturalist.org species_counts
home,Sphenodon punctatus,Tuatara,Reptilia,15,1,2026-09-02,api.inaturalist.org species_counts
home,Sternotherus carinatus,Razor-backed Musk Turtle,Reptilia,3,1,2026-09-02,api.inaturalist.org species_counts
home,Sternotherus odoratus,Eastern Musk Turtle,Reptilia,3,3,2026-09-02,api.inaturalist.org species_counts
home,Stigmochelys pardalis,Leopard Tortoise,Reptilia,25,1,2026-09-02,api.inaturalist.org species_counts
home,Storeria dekayi,DeKay's Brownsnake,Reptilia,3,2,2026-09-02,api.inaturalist.org species_counts
home,Tantilla gracilis,Flat-headed Snake,Reptilia,8,1,2026-09-02,api.inaturalist.org species_counts
home,Terrapene carolina,Common Box Turtle,Reptilia,25,1,2026-09-02,api.inaturalist.org species_counts
home,Terrapene ornata,Ornate Box Turtle,Reptilia,8,3,2026-09-02,api.inaturalist.org species_counts
home,Terrapene triunguis,Three-toed Box Turtle,Reptilia,3,5,2026-09-02,api.inaturalist.org species_counts
home,Testudo horsfieldii,Afghan Tortoise,Reptilia,8,2,2026-09-02,api.inaturalist.org species_counts
home,Thamnophis marcianus,Checkered Garter Snake,Reptilia,8,1,2026-09-02,api.inaturalist.org species_counts
home,Thamnophis proximus,Western Ribbon Snake,Reptilia,1,1,2026-09-02,api.inaturalist.org species_counts
home,Thamnophis sirtalis,Common Garter Snake,Reptilia,8,14,2026-09-02,api.inaturalist.org species_counts
home,Tiliqua rugosa,Shingleback,Reptilia,15,2,2026-09-02,api.inaturalist.org species_counts
home,Tomistoma schlegelii,False Gharial,Reptilia,25,1,2026-09-02,api.inaturalist.org species_counts
home,Trachemys callirostris,South American slider,Reptilia,25,1,2026-09-02,api.inaturalist.org species_counts
home,Trachemys scripta,Pond Slider,Reptilia,3,54,2026-09-02,api.inaturalist.org species_counts
home,Trachemys venusta,Mesoamerican Slider,Reptilia,15,1,2026-09-02,api.inaturalist.org species_counts
home,Trimeresurus insularis,White-lipped Island Pitviper,Reptilia,15,1,2026-09-02,api.inaturalist.org species_counts
home,Trimeresurus mcgregori,Philippine Pit Viper,Reptilia,25,1,2026-09-02,api.inaturalist.org species_counts
home,Tropidoclonion lineatum,Lined Snake,Reptilia,1,1,2026-09-02,api.inaturalist.org species_counts
home,Uromastyx,Mastigures,Reptilia,8,1,2026-09-02,api.inaturalist.org species_counts
home,Urosaurus ornatus,Ornate Tree Lizard,Reptilia,15,1,2026-09-02,api.inaturalist.org species_counts
home,Varanus giganteus,Perentie,Reptilia,15,1,2026-09-02,api.inaturalist.org species_counts
home,Varanus komodoensis,Komodo Dragon,Reptilia,15,2,2026-09-02,api.inaturalist.org species_counts
home,Varanus prasinus,Emerald Tree Monitor,Reptilia,15,1,2026-09-02,api.inaturalist.org species_counts
home,Vipera meridionalis,,Reptilia,15,1,2026-09-02,api.inaturalist.org species_counts
home,Virginia striatula,Rough Earthsnake,Reptilia,1,1,2026-09-02,api.inaturalist.org species_counts
