genus,species,rank,infra_epithet,scientific_name,common_names,fnct_page,source
Polygonum,pensylvanicum,species,,Polygonum pensylvanicum,Smartweed; Pink Smartweed; Pennsylvanica Smartweed,904,"Diggs, Lipscomb & O'Kennon 1999, p. 904"
Polygonum,persicaria,species,,Polygonum persicaria,Lady’s-Thumb; Moco De Quajolote; Hearts-Ease,904,"Diggs, Lipscomb & O'Kennon 1999, p. 904"
Polygonum,punctatum,species,,Polygonum punctatum,Water Smartweed; Dotted Smartweed,904,"Diggs, Lipscomb & O'Kennon 1999, p. 904"
Polygonum,ramosissimum,species,,Polygonum ramosissimum,Bushy Knotweed,904,"Diggs, Lipscomb & O'Kennon 1999, p. 904"
Polygonum,scandens,variety,cristatum,Polygonum scandens var. cristatum,Thicket Knotweed; False Buckwheat,904,"Diggs, Lipscomb & O'Kennon 1999, p. 904"
Polygonum,setaceum,species,,Polygonum setaceum,,904,"Diggs, Lipscomb & O'Kennon 1999, p. 904"
Polygonum,tenue,species,,Polygonum tenue,Pleat-Leaf Knotweed,904,"Diggs, Lipscomb & O'Kennon 1999, p. 904"
Polygonum,virginianum,species,,Polygonum virginianum,Jumpseed,905,"Diggs, Lipscomb & O'Kennon 1999, p. 905"
Polypogon,monspeliensis,species,,Polypogon monspeliensis,Rabbit’s-Foot; Annual Beard Grass; Beard Grass; Rabbit’s-Foot Grass,1314,"Diggs, Lipscomb & O'Kennon 1999, p. 1314"
Polypogon,viridis,species,,Polypogon viridis,Water Bent Grass,1314,"Diggs, Lipscomb & O'Kennon 1999, p. 1314"
Polypremum,procumbens,species,,Polypremum procumbens,Juniper-Leaf; Pollyprim,480,"Diggs, Lipscomb & O'Kennon 1999, p. 480"
Polystichum,acrostichoides,species,,Polystichum acrostichoides,Christmas Fern; Dagger Fern,185,"Diggs, Lipscomb & O'Kennon 1999, p. 185"
Polytaenia,nuttallii,species,,Polytaenia nuttallii,Prairie-Parsley; Texas-Parsley; Wild Dill,256,"Diggs, Lipscomb & O'Kennon 1999, p. 256"
Pomaria,jamesii,species,,Pomaria jamesii,,688,"Diggs, Lipscomb & O'Kennon 1999, p. 688"
Poncirus,trifoliata,species,,Poncirus trifoliata,Bitter Orange; Trifoliate Orange,972,"Diggs, Lipscomb & O'Kennon 1999, p. 972"
Pontederia,cordata,species,,Pontederia cordata,Pickerel-Weed; Wampee,1340,"Diggs, Lipscomb & O'Kennon 1999, p. 1340"
Populus,alba,species,,Populus alba,White Poplar; Silver-Leaf Poplar; Álamo Blanco; Abele,975,"Diggs, Lipscomb & O'Kennon 1999, p. 975"
Populus,deltoides,species,,Populus deltoides,Cottonwood,975,"Diggs, Lipscomb & O'Kennon 1999, p. 975"
Populus,deltoides,subspecies,deltoides,Populus deltoides subsp. deltoides,Eastern Cottonwood; Álamo; Alamo Cottonwood,975,"Diggs, Lipscomb & O'Kennon 1999, p. 975"
Populus,deltoides,subspecies,monilifera,Populus deltoides subsp. monilifera,Texas Cottonwood; Plains Cottonwood,976,"Diggs, Lipscomb & O'Kennon 1999, p. 976"
Populus,nigra,species,,Populus nigra,Black Poplar; Lombardy Poplar; Sauce,976,"Diggs, Lipscomb & O'Kennon 1999, p. 976"
Porteranthus,stipulatus,species,,Porteranthus stipulatus,,71,"Diggs, Lipscomb & O'Kennon 1999, p. 71"
Portulaca,halimoides,species,,Portulaca halimoides,Sinker-Leaf Portulaca,910,"Diggs, Lipscomb & O'Kennon 1999, p. 910"
Portulaca,oleracea,species,,Portulaca oleracea,Common Purslane; Purslane; Pusley; Verdolaga,910,"Diggs, Lipscomb & O'Kennon 1999, p. 910"
Portulaca,pilosa,species,,Portulaca pilosa,Chisme; Shaggy Portulaca,910,"Diggs, Lipscomb & O'Kennon 1999, p. 910"
Portulaca,umbraticola,subspecies,lanceolata,Portulaca umbraticola subsp. lanceolata,Wing-Pod Portulaca; Chinese-Hat,910,"Diggs, Lipscomb & O'Kennon 1999, p. 910"
Potamogeton,crispus,species,,Potamogeton crispus,Curly Muckweed,1342,"Diggs, Lipscomb & O'Kennon 1999, p. 1342"
Potamogeton,diversifolius,species,,Potamogeton diversifolius,Water-Thread Pondweed,1343,"Diggs, Lipscomb & O'Kennon 1999, p. 1343"
Potamogeton,foliosus,species,,Potamogeton foliosus,Leafy Pondweed,1343,"Diggs, Lipscomb & O'Kennon 1999, p. 1343"
Potamogeton,illinoensis,species,,Potamogeton illinoensis,Shining Pondweed; Cornstalk Pondweed; Illinois Pondweed,1343,"Diggs, Lipscomb & O'Kennon 1999, p. 1343"
Potamogeton,nodosus,species,,Potamogeton nodosus,Long-Leaf Pondweed,1343,"Diggs, Lipscomb & O'Kennon 1999, p. 1343"
Potamogeton,pulcher,species,,Potamogeton pulcher,Heart-Leaf Pondweed,1343,"Diggs, Lipscomb & O'Kennon 1999, p. 1343"
Potamogeton,pusillus,species,,Potamogeton pusillus,Baby Pondweed,1343,"Diggs, Lipscomb & O'Kennon 1999, p. 1343"
Potentilla,recta,species,,Potentilla recta,Sulfur Cinquefoil,947,"Diggs, Lipscomb & O'Kennon 1999, p. 947"
Potentilla,simplex,species,,Potentilla simplex,Oldfield Cinquefoil,947,"Diggs, Lipscomb & O'Kennon 1999, p. 947"
Proboscidea,louisianica,species,,Proboscidea louisianica,Common Devil’s-Claw; Unicorn-Plant; Cow-Catcher; Ram’s-Horn; Mule-Grab,880,"Diggs, Lipscomb & O'Kennon 1999, p. 880"
Proserpinaca,palustris,variety,amblyogona,Proserpinaca palustris var. amblyogona,Marsh Mermaid-Weed,736,"Diggs, Lipscomb & O'Kennon 1999, p. 736"
Proserpinaca,pectinata,species,,Proserpinaca pectinata,,736,"Diggs, Lipscomb & O'Kennon 1999, p. 736"
Prosopis,glandulosa,species,,Prosopis glandulosa,Honey Mesquite; Mesquite; Algaroba,688,"Diggs, Lipscomb & O'Kennon 1999, p. 688"
Prunella,vulgaris,subspecies,lanceolata,Prunella vulgaris subsp. lanceolata,Common Selfheal; Carpenter-Weed,770,"Diggs, Lipscomb & O'Kennon 1999, p. 770"
Prunus,angustifolia,species,,Prunus angustifolia,Chickasaw Plum; Sandhill Plum,949,"Diggs, Lipscomb & O'Kennon 1999, p. 949"
Prunus,caroliniana,species,,Prunus caroliniana,Laurel Cherry; Carolina Laurel Cherry,949,"Diggs, Lipscomb & O'Kennon 1999, p. 949"
Prunus,dulcis,species,,Prunus dulcis,,947,"Diggs, Lipscomb & O'Kennon 1999, p. 947"
Prunus,gracilis,species,,Prunus gracilis,Sand Plum; Oklahoma Plum,949,"Diggs, Lipscomb & O'Kennon 1999, p. 949"
Prunus,mexicana,species,,Prunus mexicana,Wild Plum; Mexican Plum; Big-Tree Plum,949,"Diggs, Lipscomb & O'Kennon 1999, p. 949"
Prunus,munsoniana,species,,Prunus munsoniana,Wildgoose Plum; Munson’s Plum,949,"Diggs, Lipscomb & O'Kennon 1999, p. 949"
Prunus,persica,species,,Prunus persica,Peach; Durazno,950,"Diggs, Lipscomb & O'Kennon 1999, p. 950"
Prunus,rivularis,species,,Prunus rivularis,Thicket Plum; Hog Plum; Creek Plum,950,"Diggs, Lipscomb & O'Kennon 1999, p. 950"
Prunus,serotina,species,,Prunus serotina,Blackcherry; Wild Blackcherry; Rum Cherry; Capulin,950,"Diggs, Lipscomb & O'Kennon 1999, p. 950"
Prunus,serotina,variety,eximia,Prunus serotina var. eximia,Escarpment Blackcherry,950,"Diggs, Lipscomb & O'Kennon 1999, p. 950"
Prunus,serotina,variety,serotina,Prunus serotina var. serotina,Blackcherry; Wild Blackcherry,950,"Diggs, Lipscomb & O'Kennon 1999, p. 950"
Prunus,umbellata,species,,Prunus umbellata,Flatwood Plum,950,"Diggs, Lipscomb & O'Kennon 1999, p. 950"
Pseudognaphalium,obtusifolium,species,,Pseudognaphalium obtusifolium,Fragrant Cudweed; Cat’s-Foot; Fragrant Everlasting,398,"Diggs, Lipscomb & O'Kennon 1999, p. 398"
Pseudognaphalium,stramineum,species,,Pseudognaphalium stramineum,,398,"Diggs, Lipscomb & O'Kennon 1999, p. 398"
Psoralidium,tenuiflorum,species,,Psoralidium tenuiflorum,Slim-Leaf Scurf-Pea; Wild Alfalfa; Scurvy-Pea; Slender Scurfy-Pea,690,"Diggs, Lipscomb & O'Kennon 1999, p. 690"
Ptelea,trifoliata,species,,Ptelea trifoliata,Hoptree; Wafer-Ash; Skunkbush; Cola De Zorrillo,972,"Diggs, Lipscomb & O'Kennon 1999, p. 972"
Ptelea,trifoliata,subspecies,angustifolia,Ptelea trifoliata subsp. angustifolia,,973,"Diggs, Lipscomb & O'Kennon 1999, p. 973"
Pteridium,aquilinum,variety,pseudocaudatum,Pteridium aquilinum var. pseudocaudatum,Western Bracken Fern; Pasture Brake; Bracken Fern,181,"Diggs, Lipscomb & O'Kennon 1999, p. 181"
Ptilimnium,capillaceum,species,,Ptilimnium capillaceum,Thread-Leaf Mock Bishop’s-Weed,258,"Diggs, Lipscomb & O'Kennon 1999, p. 258"
Ptilimnium,costatum,species,,Ptilimnium costatum,,258,"Diggs, Lipscomb & O'Kennon 1999, p. 258"
Ptilimnium,nuttallii,species,,Ptilimnium nuttallii,Nuttall’s Mock Bishop’s-Weed,258,"Diggs, Lipscomb & O'Kennon 1999, p. 258"
Pueraria,montana,variety,lobata,Pueraria montana var. lobata,Kudzu; Kudsu; Kudzuvine; Japanese Arrowroot,690,"Diggs, Lipscomb & O'Kennon 1999, p. 690"
Pycnanthemum,albescens,species,,Pycnanthemum albescens,White-Leaf Mountain Mint; White Mountain Mint,772,"Diggs, Lipscomb & O'Kennon 1999, p. 772"
Pycnanthemum,muticum,species,,Pycnanthemum muticum,Cluster Mountain Mint,772,"Diggs, Lipscomb & O'Kennon 1999, p. 772"
Pycnanthemum,tenuifolium,species,,Pycnanthemum tenuifolium,Slender Mountain Mint; Narrow-Leaf Mountain Mint; Slender-Leaf Mountain Mint,772,"Diggs, Lipscomb & O'Kennon 1999, p. 772"
Pyracantha,koidzumii,species,,Pyracantha koidzumii,,952,"Diggs, Lipscomb & O'Kennon 1999, p. 952"
Pyrrhopappus,carolinianus,species,,Pyrrhopappus carolinianus,Carolina False Dandelion,399,"Diggs, Lipscomb & O'Kennon 1999, p. 399"
Pyrrhopappus,grandiflorus,species,,Pyrrhopappus grandiflorus,Tuber False Dandelion,399,"Diggs, Lipscomb & O'Kennon 1999, p. 399"
Pyrrhopappus,pauciflorus,species,,Pyrrhopappus pauciflorus,Many-Stem False Dandelion; Texas Dandelion; Pata De Leon,399,"Diggs, Lipscomb & O'Kennon 1999, p. 399"
Pyrus,calleryana,species,,Pyrus calleryana,Callery Pear; Bradford Pear,952,"Diggs, Lipscomb & O'Kennon 1999, p. 952"
Pyrus,communis,species,,Pyrus communis,Common Pear; Pera,952,"Diggs, Lipscomb & O'Kennon 1999, p. 952"
Quercus,alba,species,,Quercus alba,White Oak; Stave Oak; Ridge White Oak; Forked-Leaf White Oak,714,"Diggs, Lipscomb & O'Kennon 1999, p. 714"
Quercus,buckleyi,species,,Quercus buckleyi,Texas Red Oak; Spanish Oak; Spotted Oak; Rock Oak,714,"Diggs, Lipscomb & O'Kennon 1999, p. 714"
Quercus,falcata,species,,Quercus falcata,Southern Red Oak; Spanish Oak; Swamp Red Oak; Swamp Spanish Oak; Cherry-Bark Oak; Bottom-Land Red Oak; Three-Lobe Red Oak,714,"Diggs, Lipscomb & O'Kennon 1999, p. 714"
Quercus,fusiformis,species,,Quercus fusiformis,Plateau Live Oak; Escarpment Live Oak; Scrub Live Oak; West Texas Live Oak; Live Oak,716,"Diggs, Lipscomb & O'Kennon 1999, p. 716"
Quercus,incana,species,,Quercus incana,Bluejack Oak; Sandjack Oak; Upland Willow Oak; Cinnamon Oak; Shin Oak; Turkey Oak; Highground Oak,716,"Diggs, Lipscomb & O'Kennon 1999, p. 716"
Quercus,lyrata,species,,Quercus lyrata,Overcup Oak; Swamp Post Oak; Swamp White Oak; Water White Oak,716,"Diggs, Lipscomb & O'Kennon 1999, p. 716"
Quercus,macrocarpa,species,,Quercus macrocarpa,Bur Oak; Mossy-Cup Oak; Prairie Oak; Mossyovercup Oak,716,"Diggs, Lipscomb & O'Kennon 1999, p. 716"
Quercus,margarettiae,species,,Quercus margarettiae,Sand Post Oak; Dwarf Post Oak; Scrubby Post Oak; Runner Oak,716,"Diggs, Lipscomb & O'Kennon 1999, p. 716"
Quercus,marilandica,species,,Quercus marilandica,Blackjack Oak; Blackjack; Barren Oak; Jack Oak; Black Oak,716,"Diggs, Lipscomb & O'Kennon 1999, p. 716"
Quercus,mohriana,species,,Quercus mohriana,,1413,"Diggs, Lipscomb & O'Kennon 1999, p. 1413"
Quercus,muehlenbergii,species,,Quercus muehlenbergii,Chinqapin Oak; Chestnut Oak; Swamp Chest- Nut Oak; Yellow Oak; Rock Oak,716,"Diggs, Lipscomb & O'Kennon 1999, p. 716"
Quercus,nigra,species,,Quercus nigra,Water Oak; Possum Oak; Spotted Oak; Duck Oak; Punk Oak,718,"Diggs, Lipscomb & O'Kennon 1999, p. 718"
Quercus,phellos,species,,Quercus phellos,Willow Oak; Pin Oak; Peach Oak; Swamp Willow Oak; Willow- Leaf Oak,718,"Diggs, Lipscomb & O'Kennon 1999, p. 718"
Quercus,pungens,variety,vaseyana,Quercus pungens var. vaseyana,,1413,"Diggs, Lipscomb & O'Kennon 1999, p. 1413"
Quercus,shumardii,species,,Quercus shumardii,Shumard’s Oak; Shumard’s Red Oak; Red Oak; Swamp Red Oak; Spotted Oak,718,"Diggs, Lipscomb & O'Kennon 1999, p. 718"
Quercus,sinuata,species,,Quercus sinuata,,718,"Diggs, Lipscomb & O'Kennon 1999, p. 718"
Quercus,sinuata,variety,breviloba,Quercus sinuata var. breviloba,Bigelow’s Oak; Scrub Oak; Shin Oak; White Oak; Scaly-Bark Oak,718,"Diggs, Lipscomb & O'Kennon 1999, p. 718"
Quercus,stellata,species,,Quercus stellata,Post Oak; Iron Oak; Cross Oak,718,"Diggs, Lipscomb & O'Kennon 1999, p. 718"
Quercus,velutina,species,,Quercus velutina,Black Oak; Yellow Oak; Quercitron Oak; Quercitron; Smooth-Bark Oak; Yellow-Bark Oak,718,"Diggs, Lipscomb & O'Kennon 1999, p. 718"
Quercus,virginiana,species,,Quercus virginiana,Live Oak; Encino; Coast Live Oak; Virginia Live Oak,719,"Diggs, Lipscomb & O'Kennon 1999, p. 719"
Quincula,lobata,species,,Quincula lobata,Purple Ground-Cherry; Chinese-Lantern-Of-The-Plains,1026,"Diggs, Lipscomb & O'Kennon 1999, p. 1026"
Ranunculus,abortivus,species,,Ranunculus abortivus,Little-Leaf Buttercup; Kidney-Leaf Buttercup; Early Woods Buttercup,926,"Diggs, Lipscomb & O'Kennon 1999, p. 926"
Ranunculus,fascicularis,species,,Ranunculus fascicularis,Tufted Buttercup; Prairie Buttercup; Early Buttercup,928,"Diggs, Lipscomb & O'Kennon 1999, p. 928"
Ranunculus,hispidus,variety,nitidus,Ranunculus hispidus var. nitidus,Bristly Buttercup; Marsh Buttercup,928,"Diggs, Lipscomb & O'Kennon 1999, p. 928"
Ranunculus,macranthus,species,,Ranunculus macranthus,Showy Buttercup; Large Buttercup,928,"Diggs, Lipscomb & O'Kennon 1999, p. 928"
Ranunculus,muricatus,species,,Ranunculus muricatus,Rough-Seed Buttercup,928,"Diggs, Lipscomb & O'Kennon 1999, p. 928"
Ranunculus,parviflorus,species,,Ranunculus parviflorus,Sticktight Buttercup,928,"Diggs, Lipscomb & O'Kennon 1999, p. 928"
Ranunculus,pusillus,species,,Ranunculus pusillus,Weak Buttercup,928,"Diggs, Lipscomb & O'Kennon 1999, p. 928"
Ranunculus,sceleratus,species,,Ranunculus sceleratus,Blister Buttercup; Rouge Buttercup; Cursed Crow’s-Foot; Celery-Leaf Buttercup,928,"Diggs, Lipscomb & O'Kennon 1999, p. 928"
Raphanus,sativus,species,,Raphanus sativus,Radish; Rabano,476,"Diggs, Lipscomb & O'Kennon 1999, p. 476"
Rapistrum,rugosum,species,,Rapistrum rugosum,,476,"Diggs, Lipscomb & O'Kennon 1999, p. 476"
Ratibida,columnifera,species,,Ratibida columnifera,Mexican -Hat; Thimbleflower; Prairie Coneflower; Upright Prairie Coneflower,400,"Diggs, Lipscomb & O'Kennon 1999, p. 400"
Rayjacksonia,annua,species,,Rayjacksonia annua,,400,"Diggs, Lipscomb & O'Kennon 1999, p. 400"
Reverchonia,arenaria,species,,Reverchonia arenaria,Sand Reverchonia,612,"Diggs, Lipscomb & O'Kennon 1999, p. 612"
Rhamnus,lanceolata,subspecies,glabrata,Rhamnus lanceolata subsp. glabrata,Lance-Leaf Buckthorn,934,"Diggs, Lipscomb & O'Kennon 1999, p. 934"
Rhexia,mariana,variety,interior,Rhexia mariana var. interior,,822,"Diggs, Lipscomb & O'Kennon 1999, p. 822"
Rhexia,mariana,variety,mariana,Rhexia mariana var. mariana,Maryland Meadow-Beauty,822,"Diggs, Lipscomb & O'Kennon 1999, p. 822"
Rhexia,virginica,species,,Rhexia virginica,Common Meadow-Beauty,822,"Diggs, Lipscomb & O'Kennon 1999, p. 822"
Rhus,aromatica,variety,serotina,Rhus aromatica var. serotina,Fragrant Sumac,232,"Diggs, Lipscomb & O'Kennon 1999, p. 232"
Rhus,copallinum,species,,Rhus copallinum,,1409,"Diggs, Lipscomb & O'Kennon 1999, p. 1409"
Rhus,copallinum,variety,latifolia,Rhus copallinum var. latifolia,Wing-Rib Sumac; Flame-Leaf Sumac; Dwarf Sumac; Shining Sumac,232,"Diggs, Lipscomb & O'Kennon 1999, p. 232"
Rhus,glabra,species,,Rhus glabra,Smooth Sumac; Scarlet Sumac,234,"Diggs, Lipscomb & O'Kennon 1999, p. 234"
Rhus,lanceolata,species,,Rhus lanceolata,Prairie Sumac; Prairie Flameleaf Sumac,234,"Diggs, Lipscomb & O'Kennon 1999, p. 234"
Rhus,microphylla,species,,Rhus microphylla,Little-Leaf Sumac; Desert Sumac; Scrub Sumac; Small-Leaf Sumac; Correosa Soda-Pop-Bush,234,"Diggs, Lipscomb & O'Kennon 1999, p. 234"
Rhus,trilobata,species,,Rhus trilobata,Skunkbush,234,"Diggs, Lipscomb & O'Kennon 1999, p. 234"
Rhus,virens,species,,Rhus virens,Evergreen Sumac; Tobacco Sumac; Lentisco,234,"Diggs, Lipscomb & O'Kennon 1999, p. 234"
Rhynchosia,latifolia,species,,Rhynchosia latifolia,Broad-Leaf Snout-Bean; Broadleaf Rhynchosia,691,"Diggs, Lipscomb & O'Kennon 1999, p. 691"
Rhynchosia,minima,species,,Rhynchosia minima,Least Snout-Bean,691,"Diggs, Lipscomb & O'Kennon 1999, p. 691"
Rhynchosia,senna,variety,texana,Rhynchosia senna var. texana,,691,"Diggs, Lipscomb & O'Kennon 1999, p. 691"
Rhynchosida,physocalyx,species,,Rhynchosida physocalyx,Spear-Leaf Sida,816,"Diggs, Lipscomb & O'Kennon 1999, p. 816"
Rhynchospora,colorata,species,,Rhynchospora colorata,White-Top Umbrella-Grass; Star-Rush Whitetop Sedge; Umbrella-Grass,1158,"Diggs, Lipscomb & O'Kennon 1999, p. 1158"
Rhynchospora,corniculata,variety,interior,Rhynchospora corniculata var. interior,Horned Beak-Rush; Horned-Rush,1158,"Diggs, Lipscomb & O'Kennon 1999, p. 1158"
Rhynchospora,globularis,variety,globularis,Rhynchospora globularis var. globularis,Globe Beak-Rush,1158,"Diggs, Lipscomb & O'Kennon 1999, p. 1158"
Rhynchospora,glomerata,species,,Rhynchospora glomerata,Cluster Beak-Rush,1158,"Diggs, Lipscomb & O'Kennon 1999, p. 1158"
Rhynchospora,harveyi,species,,Rhynchospora harveyi,Harvey’s Beak-Rush; Plank Beak-Rush,1158,"Diggs, Lipscomb & O'Kennon 1999, p. 1158"
Rhynchospora,macrostachya,species,,Rhynchospora macrostachya,Tall Beak-Rush; Horned Beakrush,1158,"Diggs, Lipscomb & O'Kennon 1999, p. 1158"
Rhynchospora,nitens,species,,Rhynchospora nitens,Short-Beak Bald-Rush,1160,"Diggs, Lipscomb & O'Kennon 1999, p. 1160"
Rhynchospora,nivea,species,,Rhynchospora nivea,Snowy White-Top Sedge,1160,"Diggs, Lipscomb & O'Kennon 1999, p. 1160"
Ribes,aureum,variety,villosum,Ribes aureum var. villosum,Clove Currant; Buffalo Currant,732,"Diggs, Lipscomb & O'Kennon 1999, p. 732"
Richardia,scabra,species,,Richardia scabra,Rough Mexican-Clover,968,"Diggs, Lipscomb & O'Kennon 1999, p. 968"
Richardia,tricocca,species,,Richardia tricocca,Prairie Buttonweed; Prairie Mexican-Clover,970,"Diggs, Lipscomb & O'Kennon 1999, p. 970"
Ricinus,communis,species,,Ricinus communis,Castor-Bean; Castor-Oil-Plant; Palma Christi; Higuerilla,612,"Diggs, Lipscomb & O'Kennon 1999, p. 612"
Rivina,humilis,species,,Rivina humilis,Pigeon -Berry; Rougeplant; Bloodberry; Coralito,882,"Diggs, Lipscomb & O'Kennon 1999, p. 882"
Robinia,hispida,species,,Robinia hispida,Bristly Locust; Rose-Acacia; Mossy Locust,691,"Diggs, Lipscomb & O'Kennon 1999, p. 691"
Robinia,pseudoacacia,species,,Robinia pseudoacacia,Black Locust; False Acacia; Bastard Acacia,692,"Diggs, Lipscomb & O'Kennon 1999, p. 692"
Rorippa,nasturtium-aquaticum,species,,Rorippa nasturtium-aquaticum,Watercress,476,"Diggs, Lipscomb & O'Kennon 1999, p. 476"
Rorippa,palustris,subspecies,fernaldiana,Rorippa palustris subsp. fernaldiana,Bog Yellowcress; Bog Marshcress,478,"Diggs, Lipscomb & O'Kennon 1999, p. 478"
Rorippa,sessiliflora,species,,Rorippa sessiliflora,Stalk-Less Yellowcress,478,"Diggs, Lipscomb & O'Kennon 1999, p. 478"
Rorippa,teres,species,,Rorippa teres,Tansy-Leaf Yellowcress,478,"Diggs, Lipscomb & O'Kennon 1999, p. 478"
Rosa,arkansana,variety,suffulta,Rosa arkansana var. suffulta,Sunshine Rose; Prairie Wild Rose,956,"Diggs, Lipscomb & O'Kennon 1999, p. 956"
Rosa,bracteata,species,,Rosa bracteata,Macartney Rose,956,"Diggs, Lipscomb & O'Kennon 1999, p. 956"
Rosa,carolina,species,,Rosa carolina,Carolina Rose; Pasture Rose,956,"Diggs, Lipscomb & O'Kennon 1999, p. 956"
Rosa,eglanteria,species,,Rosa eglanteria,Sweet Briar Rose; Sweetbrier; Eglantine,956,"Diggs, Lipscomb & O'Kennon 1999, p. 956"
Rosa,foliolosa,species,,Rosa foliolosa,White Prairie Rose; Leafy Rose,956,"Diggs, Lipscomb & O'Kennon 1999, p. 956"
Rosa,laevigata,species,,Rosa laevigata,Cherokee Rose,956,"Diggs, Lipscomb & O'Kennon 1999, p. 956"
Rosa,micrantha,species,,Rosa micrantha,,958,"Diggs, Lipscomb & O'Kennon 1999, p. 958"
Rosa,multiflora,species,,Rosa multiflora,Japanese Rose; Multiflora Rose,958,"Diggs, Lipscomb & O'Kennon 1999, p. 958"
Rosa,setigera,variety,tomentosa,Rosa setigera var. tomentosa,Prairie Rose; Climbing Rose; Climbing Prairie Rose; Fuzzy Rose,958,"Diggs, Lipscomb & O'Kennon 1999, p. 958"
Rubus,aboriginum,species,,Rubus aboriginum,,959,"Diggs, Lipscomb & O'Kennon 1999, p. 959"
Rubus,apogaeus,species,,Rubus apogaeus,,959,"Diggs, Lipscomb & O'Kennon 1999, p. 959"
Rubus,bifrons,species,,Rubus bifrons,,959,"Diggs, Lipscomb & O'Kennon 1999, p. 959"
Rubus,flagellaris,species,,Rubus flagellaris,,959,"Diggs, Lipscomb & O'Kennon 1999, p. 959"
Rubus,oklahomus,species,,Rubus oklahomus,,959,"Diggs, Lipscomb & O'Kennon 1999, p. 959"
Rubus,riograndis,species,,Rubus riograndis,,960,"Diggs, Lipscomb & O'Kennon 1999, p. 960"
Rubus,trivialis,species,,Rubus trivialis,Southern Dewberry; Zarzamora,959,"Diggs, Lipscomb & O'Kennon 1999, p. 959"
Rudbeckia,fulgida,variety,palustris,Rudbeckia fulgida var. palustris,Marsh Coneflower,402,"Diggs, Lipscomb & O'Kennon 1999, p. 402"
Rudbeckia,grandiflora,variety,alismifolia,Rudbeckia grandiflora var. alismifolia,Rough Coneflower,402,"Diggs, Lipscomb & O'Kennon 1999, p. 402"
Rudbeckia,hirta,variety,pulcherrima,Rudbeckia hirta var. pulcherrima,Black-Eyed-Susan,402,"Diggs, Lipscomb & O'Kennon 1999, p. 402"
Rudbeckia,maxima,species,,Rudbeckia maxima,Giant Coneflower; Great Coneflower; Largest Browneyed-Susan,402,"Diggs, Lipscomb & O'Kennon 1999, p. 402"
Rudbeckia,triloba,species,,Rudbeckia triloba,Yellow Daisy; Brown-Eyed-Susan,402,"Diggs, Lipscomb & O'Kennon 1999, p. 402"
Ruellia,brittoniana,species,,Ruellia brittoniana,,214,"Diggs, Lipscomb & O'Kennon 1999, p. 214"
Ruellia,caroliniensis,species,,Ruellia caroliniensis,Small-Flower Ruellia,216,"Diggs, Lipscomb & O'Kennon 1999, p. 216"
Ruellia,davisiorum,species,,Ruellia davisiorum,,218,"Diggs, Lipscomb & O'Kennon 1999, p. 218"
Ruellia,drummondiana,species,,Ruellia drummondiana,Drummond’s Ruellia,216,"Diggs, Lipscomb & O'Kennon 1999, p. 216"
Ruellia,humilis,species,,Ruellia humilis,Prairie-Petunia; Low Ruellia; Fringe-Leaf Ruellia,216,"Diggs, Lipscomb & O'Kennon 1999, p. 216"
Ruellia,malacosperma,species,,Ruellia malacosperma,Soft-Seed Ruellia,216,"Diggs, Lipscomb & O'Kennon 1999, p. 216"
Ruellia,metziae,species,,Ruellia metziae,,216,"Diggs, Lipscomb & O'Kennon 1999, p. 216"
Ruellia,nudiflora,variety,nudiflora,Ruellia nudiflora var. nudiflora,,216,"Diggs, Lipscomb & O'Kennon 1999, p. 216"
Ruellia,nudiflora,variety,runyonii,Ruellia nudiflora var. runyonii,,216,"Diggs, Lipscomb & O'Kennon 1999, p. 216"
Ruellia,pedunculata,species,,Ruellia pedunculata,Stalked Ruellia,216,"Diggs, Lipscomb & O'Kennon 1999, p. 216"
Ruellia,strepens,species,,Ruellia strepens,Limestone Ruellia; Smooth Ruellia,218,"Diggs, Lipscomb & O'Kennon 1999, p. 218"
Rumex,acetosella,species,,Rumex acetosella,Sheep Sorrel; Sorrel; Sour-Grass,906,"Diggs, Lipscomb & O'Kennon 1999, p. 906"
Rumex,altissimus,species,,Rumex altissimus,Pale Dock; Smooth Dock; Peach-Leaf Dock,906,"Diggs, Lipscomb & O'Kennon 1999, p. 906"
Rumex,crispus,species,,Rumex crispus,Curly Dock; Curly-Leaf Dock,906,"Diggs, Lipscomb & O'Kennon 1999, p. 906"
Rumex,hastatulus,species,,Rumex hastatulus,Heart-Wing Sorrel; Engelmann’s Dock,906,"Diggs, Lipscomb & O'Kennon 1999, p. 906"
Rumex,hymenosepalus,species,,Rumex hymenosepalus,Canaigre; Wild Rhubarb; Tanner’s Dock,906,"Diggs, Lipscomb & O'Kennon 1999, p. 906"
Rumex,pulcher,species,,Rumex pulcher,Fiddle Dock,906,"Diggs, Lipscomb & O'Kennon 1999, p. 906"
